id,'baby-needs','bread-and-cake','baking-needs','coupons','juice-sat-cord-ms','tea','biscuits','canned-fish-meat','canned-fruit','canned-vegetables','breakfast-food','cigs-tobacco-pkts','cigarette-cartons','cleaners-polishers','coffee','sauces-gravy-pkle','confectionary','puddings-deserts','dishcloths-scour','deod-disinfectant','frozen-foods','razor-blades','fuels-garden-aids','spices','jams-spreads','insecticides','pet-foods','laundry-needs','party-snack-foods','tissues-paper-prd','wrapping','dried-vegetables','pkt-canned-soup','soft-drinks','health-food-other','beverages-hot','health&beauty-misc','deodorants-soap','mens-toiletries','medicines','haircare','dental-needs','lotions-creams','sanitary-pads','cough-cold-pain','meat-misc','cheese','chickens','milk-cream','cold-meats','deli-gourmet','margarine','salads','small-goods','dairy-foods','fruit-drinks','delicatessen-misc','beef','hogget','lamb','pet-food','pork','poultry','veal','gourmet-meat','produce-misc','fruit','plants','potatoes','vegetables','flowers','variety-misc','brushware','electrical','haberdashery','kitchen','manchester','pantyhose','plasticware','stationary','prepared-meals','preserving-needs','condiments','cooking-oils','health-food-bulk','bake-off-products','small-goods2','offal','mutton','trim-pork','trim-lamb','imported-cheese','casks-white-wine','casks-red-wine','750ml-white-nz','750ml-red-nz','750ml-white-imp','750ml-red-imp','sparkling-nz','sparkling-imp','brew-kits/accesry','port-and-sherry','ctrled-label-wine'
2685,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2686,f,t,t,f,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2687,f,f,t,f,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2688,f,f,t,f,t,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,t,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2689,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2690,f,f,t,f,t,f,f,f,f,t,t,f,f,f,f,t,t,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,t,f,f,f,t,t,f,t,f,f,t,f,t,f,t,t,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
2691,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2692,f,t,t,f,t,t,t,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2693,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2694,t,t,t,f,t,f,t,f,t,t,t,f,f,t,f,t,t,t,f,f,t,f,f,f,t,f,t,t,t,t,f,f,f,f,t,f,f,t,f,f,t,t,t,f,f,f,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,t,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2695,f,t,f,f,f,f,t,f,f,t,f,f,f,f,t,t,f,f,t,f,f,f,f,f,t,t,t,f,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2696,f,t,f,f,f,f,t,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2697,f,t,f,f,t,f,t,t,t,t,t,f,f,f,f,t,t,f,f,f,t,f,f,f,f,f,t,f,t,t,t,f,f,f,f,f,f,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2698,f,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f
2699,f,t,t,f,t,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2700,f,t,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2701,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2702,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2703,f,t,t,f,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2704,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2705,f,t,f,f,t,f,t,f,f,f,t,t,f,t,f,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2706,f,t,f,f,t,f,t,t,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,t,t,t,f,t,f,f,f,f,f,f,f,f,f,f,t,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f
2707,f,t,t,f,f,f,t,f,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2708,t,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,f,f,t,f,f,f,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2709,f,t,t,f,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2710,t,t,t,f,t,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2711,f,t,f,f,t,f,t,f,f,t,t,f,f,f,t,t,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2712,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2713,t,t,f,f,f,t,t,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,f,f,t,f,t,t,t,t,f,f,f,t,f,f,f,t,f,f,t,t,f,t,t,f,t,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2714,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f
2715,f,t,t,f,f,f,t,t,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2716,f,t,t,f,t,t,f,t,t,t,t,f,f,t,f,t,f,t,f,t,t,f,f,f,t,f,f,f,t,f,t,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2717,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,t,t,f,t,t,f,f,t,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2718,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2719,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2720,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2721,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2722,f,t,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2723,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2724,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,t,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2725,f,t,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f
2726,f,t,t,f,t,f,t,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,t,t,t,t,t,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2727,f,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,t,f,f,f,t,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2728,f,t,f,f,t,f,t,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2729,f,t,t,f,t,t,t,t,f,f,t,f,f,t,f,t,t,t,t,f,t,f,f,f,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2730,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2731,f,t,t,f,t,t,f,t,t,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,t,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f
2732,f,t,t,f,f,t,t,t,f,t,t,f,f,t,f,t,f,t,f,f,f,f,f,t,t,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f
2733,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2734,f,t,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2735,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2736,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2737,f,t,t,f,f,t,t,t,f,t,t,f,f,t,f,t,t,f,f,f,t,t,f,f,t,t,f,t,t,t,t,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,t,f,t,t,f,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2738,f,f,t,f,f,f,t,t,f,t,t,f,f,t,t,t,f,f,f,t,t,f,f,t,t,t,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2739,f,t,t,f,t,f,t,f,f,t,t,f,f,t,f,t,t,t,t,f,t,f,f,f,t,f,t,t,t,t,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2740,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2741,f,t,t,f,t,f,t,f,f,t,f,f,f,t,f,t,f,t,f,f,t,f,t,f,f,f,t,f,f,t,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,t,t,f,f,f,f,f,f
2742,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f
2743,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2744,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
2745,f,t,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2746,f,t,f,f,t,f,t,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
2747,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
