Id,itemDescription,InvoiceNum,Quantity
18450,pip fruit,7248,1
18451,pasta,7248,1
18452,cream cheese ,7249,1
18453,whipped/sour cream,7249,1
18454,citrus fruit,7250,1
18455,margarine,7250,1
18456,rolls/buns,7251,1
18457,specialty cheese,7251,1
18458,domestic eggs,7251,1
18459,frankfurter,7252,1
18460,napkins,7252,1
18461,canned vegetables,7253,1
18462,white bread,7253,1
18463,bottled water,7254,1
18464,cream cheese ,7254,1
18465,sausage,7255,1
18466,yogurt,7255,1
18467,ham,7256,1
18468,tropical fruit,7256,1
18469,bottled beer,7256,1
18470,whole milk,7257,1
18471,detergent,7257,1
18472,frankfurter,7258,1
18473,yogurt,7258,1
18474,organic sausage,7259,1
18475,other vegetables,7259,1
18476,hard cheese,7259,1
18477,bottled water,7259,1
18478,yogurt,7260,1
18479,shopping bags,7260,1
18480,pork,7261,1
18481,other vegetables,7261,1
18482,shopping bags,7261,1
18483,bottled water,7262,2
18484,semi/finished bread,7263,1
18485,soda,7263,1
18486,shopping bags,7263,1
18487,long life bakery product,7263,1
18488,frankfurter,7264,1
18489,whole milk,7264,1
18490,coffee,7265,1
18491,bottled water,7265,1
18492,roll products ,7265,1
18493,whole milk,7266,1
18494,margarine,7266,1
18495,canned beer,7267,1
18496,other vegetables,7267,1
18497,liquor,7268,1
18498,whole milk,7268,1
18499,citrus fruit,7269,1
18500,yogurt,7269,1
18501,curd,7270,1
18502,domestic eggs,7270,1
18503,whole milk,7271,1
18504,frozen vegetables,7271,1
18505,soda,7271,1
18506,hamburger meat,7272,1
18507,whipped/sour cream,7272,1
18508,sugar,7272,1
18509,newspapers,7272,1
18510,citrus fruit,7273,1
18511,bottled beer,7273,1
18512,butter milk,7273,1
18513,canned beer,7274,1
18514,hygiene articles,7274,1
18515,sugar,7275,1
18516,skin care,7275,1
18517,frankfurter,7276,1
18518,whole milk,7276,1
18519,shopping bags,7276,1
18520,rolls/buns,7276,1
18521,packaged fruit/vegetables,7277,1
18522,frozen fruits,7277,1
18523,rolls/buns,7277,1
18524,sausage,7278,1
18525,brown bread,7278,1
18526,root vegetables,7279,1
18527,rolls/buns,7279,1
18528,fruit/vegetable juice,7279,2
18529,soda,7280,1
18530,hamburger meat,7281,1
18531,soda,7281,1
18532,pastry,7281,1
18533,newspapers,7281,1
18534,sausage,7282,1
18535,pastry,7282,1
18536,canned beer,7283,1
18537,soda,7283,1
18538,white bread,7283,1
18539,tropical fruit,7284,1
18540,whole milk,7284,1
18541,sausage,7285,1
18542,sliced cheese,7285,1
18543,root vegetables,7286,1
18544,candles,7286,1
18545,rolls/buns,7287,1
18546,chocolate,7287,1
18547,butter milk,7288,1
18548,yogurt,7288,1
18549,rolls/buns,7289,1
18550,bottled water,7289,1
18551,soda,7290,1
18552,other vegetables,7290,1
18553,frozen vegetables,7290,1
18554,other vegetables,7291,1
18555,cream cheese ,7291,1
18556,shopping bags,7292,1
18557,other vegetables,7292,1
18558,frankfurter,7293,1
18559,bottled beer,7293,1
18560,sausage,7294,1
18561,UHT/milk,7294,1
18562,candles,7294,1
18563,chewing gum,7294,1
18564,bottled beer,7294,1
18565,artif. sweetener,7294,1
18566,butter,7294,1
18567,bottled water,7295,1
18568,bottled beer,7295,1
18569,frozen vegetables,7296,1
18570,margarine,7296,1
18571,fruit/vegetable juice,7297,1
18572,seasonal products,7297,1
18573,photo/film,7298,1
18574,grapes,7298,1
18575,soda,7299,1
18576,candy,7299,1
18577,rolls/buns,7300,1
18578,hamburger meat,7300,1
18579,bottled water,7301,1
18580,chocolate,7301,1
18581,onions,7302,1
18582,tropical fruit,7302,1
18583,butter,7303,1
18584,softener,7303,1
18585,frozen meals,7304,1
18586,canned beer,7304,1
18587,UHT/milk,7305,1
18588,shopping bags,7305,1
18589,other vegetables,7306,1
18590,berries,7306,1
18591,finished products,7307,1
18592,pastry,7307,1
18593,whole milk,7308,1
18594,tropical fruit,7308,1
18595,other vegetables,7308,1
18596,yogurt,7308,1
18597,domestic eggs,7308,1
18598,citrus fruit,7309,1
18599,salty snack,7309,1
18600,whipped/sour cream,7310,1
18601,fruit/vegetable juice,7310,1
18602,misc. beverages,7311,1
18603,dishes,7311,1
18604,berries,7312,1
18605,tropical fruit,7312,1
18606,rolls/buns,7312,1
18607,pastry,7312,1
18608,rolls/buns,7312,1
18609,whole milk,7312,1
18610,frozen vegetables,7312,1
18611,spread cheese,7313,1
18612,coffee,7313,1
18613,domestic eggs,7313,1
18614,pastry,7314,1
18615,shopping bags,7314,1
18616,frankfurter,7315,1
18617,chocolate,7315,1
18618,mayonnaise,7315,1
18619,oil,7315,1
18620,soda,7316,1
18621,canned beer,7316,1
18622,white bread,7316,1
18623,berries,7316,1
18624,frankfurter,7317,1
18625,frozen potato products,7317,1
18626,newspapers,7317,1
18627,softener,7317,1
18628,abrasive cleaner,7317,1
18629,onions,7318,1
18630,canned fruit,7318,1
18631,root vegetables,7319,1
18632,brown bread,7319,1
18633,bottled water,7320,1
18634,tropical fruit,7320,1
18635,domestic eggs,7320,1
18636,citrus fruit,7321,1
18637,long life bakery product,7321,1
18638,soda,7322,1
18639,pastry,7322,1
18640,pickled vegetables,7323,1
18641,bottled water,7323,1
18642,citrus fruit,7324,1
18643,frozen vegetables,7324,1
18644,oil,7325,1
18645,male cosmetics,7325,1
18646,candy,7326,1
18647,curd,7326,1
18648,frankfurter,7327,1
18649,hard cheese,7327,1
18650,finished products,7328,1
18651,ice cream,7328,1
18652,tropical fruit,7328,1
18653,whole milk,7328,1
18654,tropical fruit,7329,1
18655,UHT/milk,7329,1
18656,dessert,7330,1
18657,white bread,7330,1
18658,salty snack,7330,1
18659,cat food,7330,1
18660,newspapers,7331,1
18661,coffee,7331,1
18662,other vegetables,7332,1
18663,whole milk,7332,1
18664,pudding powder,7332,1
18665,cream cheese ,7332,1
18666,pork,7333,1
18667,long life bakery product,7333,1
18668,yogurt,7334,1
18669,domestic eggs,7334,1
18670,canned beer,7335,1
18671,flower (seeds),7335,1
18672,whole milk,7336,1
18673,oil,7336,1
18674,soda,7337,1
18675,shopping bags,7337,1
18676,packaged fruit/vegetables,7338,1
18677,waffles,7338,1
18678,frankfurter,7339,1
18679,processed cheese,7339,1
18680,hygiene articles,7340,1
18681,canned fish,7340,1
18682,frozen meals,7341,1
18683,other vegetables,7341,3
18684,canned fish,7342,1
18685,chewing gum,7342,1
18686,turkey,7343,1
18687,meat,7343,1
18688,rolls/buns,7343,1
18689,napkins,7344,1
18690,cocoa drinks,7344,1
18691,shopping bags,7344,1
18692,rolls/buns,7345,1
18693,fruit/vegetable juice,7345,1
18694,coffee,7346,1
18695,hamburger meat,7346,1
18696,frankfurter,7347,1
18697,margarine,7347,1
18698,whole milk,7348,1
18699,UHT/milk,7348,1
18700,canned beer,7348,1
18701,whole milk,7348,1
18702,coffee,7348,1
18703,house keeping products,7348,1
18704,other vegetables,7348,1
18705,pip fruit,7348,1
18706,whole milk,7349,1
18707,white bread,7349,1
18708,frozen vegetables,7349,1
18709,napkins,7350,1
18710,waffles,7350,1
18711,beverages,7351,1
18712,soda,7351,1
18713,yogurt,7352,1
18714,semi/finished bread,7352,1
18715,flour,7352,1
18716,domestic eggs,7353,1
18717,sliced cheese,7353,1
18718,berries,7354,1
18719,whipped/sour cream,7354,1
18720,bottled water,7354,1
18721,pastry,7355,1
18722,waffles,7355,1
18723,tropical fruit,7356,1
18724,frozen vegetables,7356,1
18725,herbs,7357,1
18726,packaged fruit/vegetables,7357,1
18727,canned beer,7358,1
18728,fruit/vegetable juice,7358,1
18729,rolls/buns,7359,1
18730,cream cheese ,7359,1
18731,canned beer,7360,1
18732,other vegetables,7360,1
18733,fruit/vegetable juice,7360,1
18734,root vegetables,7361,1
18735,flower (seeds),7361,1
18736,liver loaf,7362,1
18737,pasta,7362,1
18738,grapes,7362,1
18739,other vegetables,7362,1
18740,dessert,7363,1
18741,citrus fruit,7363,1
18742,newspapers,7364,1
18743,other vegetables,7364,1
18744,shopping bags,7364,1
18745,rolls/buns,7365,1
18746,UHT/milk,7365,1
18747,other vegetables,7366,1
18748,chicken,7366,1
18749,popcorn,7366,1
18750,margarine,7366,1
18751,chicken,7367,1
18752,other vegetables,7367,1
18753,pastry,7367,1
18754,onions,7367,1
18755,processed cheese,7368,1
18756,waffles,7368,1
18757,ham,7369,1
18758,chicken,7369,1
18759,condensed milk,7369,1
18760,other vegetables,7369,1
18761,whipped/sour cream,7369,1
18762,sausage,7370,1
18763,meat,7370,1
18764,beverages,7370,1
18765,UHT/milk,7370,1
18766,frozen dessert,7370,1
18767,sugar,7370,1
18768,chewing gum,7371,1
18769,other vegetables,7371,1
18770,pip fruit,7371,1
18771,whole milk,7372,1
18772,hygiene articles,7372,1
18773,pasta,7373,1
18774,pot plants,7373,1
18775,liquor,7373,1
18776,domestic eggs,7374,2
18777,rum,7375,1
18778,onions,7375,1
18779,sausage,7376,1
18780,sliced cheese,7376,1
18781,ice cream,7376,1
18782,long life bakery product,7376,1
18783,pip fruit,7377,1
18784,whole milk,7377,1
18785,other vegetables,7378,1
18786,bottled beer,7378,1
18787,cleaner,7378,1
18788,bottled beer,7379,1
18789,butter milk,7379,1
18790,whole milk,7380,1
18791,shopping bags,7380,1
18792,fruit/vegetable juice,7381,1
18793,canned beer,7381,1
18794,onions,7382,1
18795,whole milk,7382,1
18796,UHT/milk,7383,1
18797,whole milk,7383,2
18798,chocolate,7384,1
18799,pickled vegetables,7384,1
18800,coffee,7385,1
18801,sugar,7385,1
18802,canned beer,7386,1
18803,soda,7386,1
18804,rolls/buns,7387,1
18805,hard cheese,7387,1
18806,tropical fruit,7388,1
18807,margarine,7388,1
18808,citrus fruit,7389,1
18809,frankfurter,7389,1
18810,yogurt,7389,1
18811,ice cream,7389,1
18812,flour,7390,1
18813,soda,7390,1
18814,tropical fruit,7391,1
18815,specialty chocolate,7391,1
18816,whole milk,7392,1
18817,pickled vegetables,7392,1
18818,soda,7392,1
18819,canned beer,7393,1
18820,pastry,7393,1
18821,citrus fruit,7394,1
18822,mustard,7394,1
18823,butter,7395,1
18824,cake bar,7395,1
18825,ice cream,7395,1
18826,fruit/vegetable juice,7395,1
18827,tropical fruit,7396,1
18828,chicken,7396,1
18829,soda,7396,2
18830,citrus fruit,7397,1
18831,whole milk,7397,2
18832,soda,7398,1
18833,UHT/milk,7399,1
18834,newspapers,7399,1
18835,bottled water,7399,1
18836,sausage,7400,1
18837,other vegetables,7400,1
18838,chicken,7400,1
18839,waffles,7400,1
18840,root vegetables,7400,1
18841,bottled beer,7400,1
18842,butter,7400,1
18843,whipped/sour cream,7400,1
18844,margarine,7401,1
18845,whole milk,7401,1
18846,pork,7402,1
18847,other vegetables,7402,1
18848,misc. beverages,7403,1
18849,coffee,7403,1
18850,bottled beer,7404,1
18851,yogurt,7404,1
18852,citrus fruit,7405,1
18853,flour,7405,1
18854,beef,7406,1
18855,pip fruit,7406,1
18856,whole milk,7407,1
18857,bottled beer,7407,1
18858,whole milk,7408,1
18859,pet care,7408,1
18860,herbs,7408,1
18861,soda,7408,1
18862,cat food,7408,1
18863,whole milk,7408,1
18864,grapes,7409,1
18865,meat spreads,7409,1
18866,domestic eggs,7409,1
18867,beef,7410,1
18868,specialty bar,7410,1
18869,packaged fruit/vegetables,7411,1
18870,long life bakery product,7411,1
18871,turkey,7412,1
18872,kitchen towels,7412,1
18873,whole milk,7413,1
18874,chocolate,7413,1
18875,rolls/buns,7413,1
18876,brown bread,7413,1
18877,turkey,7414,1
18878,curd,7414,1
18879,sugar,7414,1
18880,frankfurter,7415,1
18881,pastry,7415,1
18882,canned beer,7415,1
18883,pastry,7415,1
18884,rolls/buns,7416,1
18885,long life bakery product,7416,1
18886,cream cheese ,7417,1
18887,UHT/milk,7417,1
18888,root vegetables,7418,1
18889,soda,7418,1
18890,waffles,7418,1
18891,whole milk,7419,1
18892,root vegetables,7419,1
18893,UHT/milk,7420,1
18894,specialty cheese,7420,1
18895,shopping bags,7420,1
18896,butter milk,7421,1
18897,whole milk,7421,1
18898,tropical fruit,7422,1
18899,salt,7422,1
18900,pip fruit,7423,1
18901,pet care,7423,1
18902,bottled water,7423,1
18903,other vegetables,7424,1
18904,butter milk,7424,1
18905,chewing gum,7424,1
18906,specialty chocolate,7424,1
18907,long life bakery product,7425,1
18908,napkins,7425,1
18909,chewing gum,7426,1
18910,misc. beverages,7426,1
18911,beef,7427,1
18912,napkins,7427,1
18913,onions,7428,1
18914,domestic eggs,7428,1
18915,waffles,7428,1
18916,yogurt,7429,1
18917,shopping bags,7429,1
18918,whole milk,7430,1
18919,yogurt,7430,1
18920,long life bakery product,7430,1
18921,curd,7431,2
18922,rolls/buns,7431,1
18923,dessert,7432,1
18924,shopping bags,7432,1
18925,flour,7432,1
18926,specialty chocolate,7433,1
18927,bottled water,7433,1
18928,domestic eggs,7434,1
18929,other vegetables,7434,1
18930,bottled beer,7435,1
18931,candy,7435,1
18932,berries,7436,1
18933,UHT/milk,7436,1
18934,newspapers,7436,1
18935,frankfurter,7437,1
18936,dishes,7437,1
18937,hygiene articles,7437,1
18938,coffee,7438,1
18939,butter milk,7438,1
18940,whipped/sour cream,7439,1
18941,house keeping products,7439,1
18942,yogurt,7440,1
18943,bottled water,7440,1
18944,canned beer,7441,1
18945,soda,7441,1
18946,other vegetables,7442,1
18947,soda,7442,1
18948,fish,7443,1
18949,specialty chocolate,7443,1
18950,citrus fruit,7444,1
18951,shopping bags,7444,1
18952,tropical fruit,7444,1
18953,frankfurter,7444,1
18954,brown bread,7444,1
18955,rubbing alcohol,7444,1
18956,domestic eggs,7444,1
18957,whole milk,7444,1
18958,canned beer,7445,1
18959,yogurt,7445,1
18960,salty snack,7445,1
18961,grapes,7446,1
18962,semi/finished bread,7446,1
18963,margarine,7447,1
18964,whole milk,7447,1
18965,white bread,7447,1
18966,sausage,7448,1
18967,butter milk,7448,1
18968,meat spreads,7448,1
18969,beef,7449,1
18970,canned beer,7449,1
18971,fruit/vegetable juice,7450,1
18972,cat food,7450,1
18973,sausage,7451,1
18974,bottled water,7451,1
18975,whole milk,7452,1
18976,chicken,7452,1
18977,hygiene articles,7453,1
18978,seasonal products,7453,1
18979,citrus fruit,7454,1
18980,frozen meals,7454,1
18981,coffee,7454,1
18982,seasonal products,7454,1
18983,yogurt,7454,1
18984,soups,7454,1
18985,tropical fruit,7455,1
18986,snack products,7455,1
18987,sausage,7456,1
18988,grapes,7456,1
18989,light bulbs,7456,1
18990,chicken,7457,1
18991,whole milk,7457,1
18992,white bread,7457,1
18993,newspapers,7457,1
18994,citrus fruit,7458,1
18995,processed cheese,7458,1
18996,whole milk,7459,1
18997,newspapers,7459,1
18998,seasonal products,7460,1
18999,shopping bags,7460,1
19000,domestic eggs,7461,1
19001,soda,7461,1
19002,whole milk,7462,1
19003,liquor (appetizer),7462,1
19004,tropical fruit,7463,1
19005,semi/finished bread,7463,1
19006,citrus fruit,7464,1
19007,fruit/vegetable juice,7464,1
19008,specialty chocolate,7465,1
19009,coffee,7465,1
19010,beverages,7466,1
19011,frozen meals,7466,1
19012,brown bread,7467,1
19013,newspapers,7467,1
19014,margarine,7467,1
19015,waffles,7468,1
19016,brown bread,7468,1
19017,other vegetables,7469,1
19018,margarine,7469,1
19019,chicken,7470,1
19020,pork,7470,1
19021,frozen fish,7470,1
19022,rolls/buns,7471,1
19023,yogurt,7471,1
19024,canned beer,7472,1
19025,frozen dessert,7472,1
19026,butter,7473,1
19027,other vegetables,7473,1
19028,root vegetables,7474,1
19029,pip fruit,7474,1
19030,coffee,7474,1
19031,canned beer,7475,1
19032,UHT/milk,7475,1
19033,sausage,7476,1
19034,tropical fruit,7476,1
19035,sausage,7477,1
19036,canned beer,7477,1
19037,frozen vegetables,7477,1
19038,detergent,7477,1
19039,frankfurter,7478,1
19040,misc. beverages,7478,1
19041,yogurt,7479,1
19042,semi/finished bread,7479,1
19043,brown bread,7480,1
19044,flour,7480,1
19045,root vegetables,7481,1
19046,sliced cheese,7481,1
19047,pork,7482,1
19048,shopping bags,7482,1
19049,hygiene articles,7482,1
19050,root vegetables,7483,1
19051,other vegetables,7483,1
19052,fruit/vegetable juice,7484,1
19053,root vegetables,7484,1
19054,rolls/buns,7485,1
19055,root vegetables,7485,1
19056,other vegetables,7486,1
19057,rolls/buns,7486,1
19058,frozen meals,7486,1
19059,whipped/sour cream,7487,1
19060,salty snack,7487,1
19061,finished products,7488,1
19062,rolls/buns,7488,1
19063,pickled vegetables,7489,1
19064,frozen vegetables,7489,1
19065,sugar,7490,1
19066,bottled water,7490,1
19067,nuts/prunes,7491,1
19068,onions,7491,1
19069,pork,7492,1
19070,brown bread,7492,1
19071,whole milk,7493,2
19072,sauces,7494,1
19073,ice cream,7494,1
19074,UHT/milk,7495,1
19075,brown bread,7495,1
19076,other vegetables,7496,1
19077,domestic eggs,7496,1
19078,soap,7496,1
19079,pastry,7496,1
19080,bottled beer,7497,1
19081,root vegetables,7497,1
19082,hygiene articles,7497,1
19083,whole milk,7498,1
19084,rice,7498,1
19085,ham,7499,1
19086,root vegetables,7499,1
19087,margarine,7499,1
19088,whipped/sour cream,7499,1
19089,curd cheese,7500,1
19090,sausage,7500,1
19091,bottled water,7500,1
19092,napkins,7500,1
19093,whipped/sour cream,7501,1
19094,berries,7501,1
19095,cream cheese ,7501,1
19096,sausage,7502,1
19097,chocolate,7502,1
19098,newspapers,7502,1
19099,pastry,7502,1
19100,tropical fruit,7503,1
19101,root vegetables,7503,2
19102,other vegetables,7504,1
19103,sausage,7505,1
19104,white bread,7505,1
19105,coffee,7505,1
19106,bottled water,7506,1
19107,root vegetables,7506,1
19108,ham,7507,1
19109,bottled water,7507,1
19110,margarine,7507,1
19111,frankfurter,7508,1
19112,long life bakery product,7508,1
19113,sugar,7508,1
19114,whipped/sour cream,7509,1
19115,dish cleaner,7509,1
19116,other vegetables,7510,1
19117,pastry,7510,1
19118,frozen meals,7511,1
19119,whole milk,7511,1
19120,hamburger meat,7512,1
19121,soft cheese,7512,1
19122,curd,7513,1
19123,tropical fruit,7513,2
19124,packaged fruit/vegetables,7514,1
19125,canned beer,7515,1
19126,soda,7515,1
19127,rolls/buns,7516,1
19128,root vegetables,7516,1
19129,dishes,7517,1
19130,brown bread,7517,1
19131,butter milk,7518,1
19132,soda,7518,1
19133,rolls/buns,7518,1
19134,other vegetables,7519,1
19135,pot plants,7519,1
19136,rolls/buns,7520,1
19137,bottled beer,7520,1
19138,condensed milk,7521,1
19139,fruit/vegetable juice,7521,1
19140,white wine,7521,1
19141,specialty fat,7521,1
19142,chicken,7522,1
19143,soups,7522,1
19144,bottled water,7522,1
19145,root vegetables,7523,1
19146,onions,7523,1
19147,other vegetables,7524,1
19148,soda,7524,1
19149,fruit/vegetable juice,7524,1
19150,frankfurter,7525,1
19151,sliced cheese,7525,1
19152,butter,7526,1
19153,canned fish,7526,1
19154,cream cheese ,7526,1
19155,chicken,7527,1
19156,rolls/buns,7527,1
19157,beef,7528,1
19158,whipped/sour cream,7528,1
19159,whole milk,7529,1
19160,yogurt,7529,1
19161,beef,7530,1
19162,liquor,7530,1
19163,onions,7531,1
19164,hamburger meat,7531,1
19165,rolls/buns,7532,1
19166,root vegetables,7532,1
19167,bottled beer,7532,1
19168,yogurt,7532,1
19169,pickled vegetables,7532,1
19170,UHT/milk,7533,1
19171,roll products ,7533,1
19172,salt,7533,1
19173,tropical fruit,7534,1
19174,detergent,7534,1
19175,misc. beverages,7535,1
19176,tea,7535,1
19177,hamburger meat,7536,1
19178,cat food,7536,1
19179,turkey,7537,1
19180,herbs,7537,1
19181,white bread,7537,1
19182,citrus fruit,7538,1
19183,sausage,7538,1
19184,bottled beer,7538,1
19185,herbs,7538,1
19186,chewing gum,7539,1
19187,ice cream,7539,1
19188,citrus fruit,7540,1
19189,tropical fruit,7540,1
19190,soda,7540,1
19191,bottled water,7540,1
19192,soda,7541,1
19193,domestic eggs,7541,1
19194,artif. sweetener,7541,1
19195,butter milk,7542,1
19196,semi/finished bread,7542,1
19197,whole milk,7543,1
19198,candy,7543,1
19199,semi/finished bread,7543,1
19200,candy,7543,1
19201,whipped/sour cream,7544,1
19202,root vegetables,7544,1
19203,baking powder,7544,1
19204,fruit/vegetable juice,7545,1
19205,berries,7545,1
19206,sausage,7546,1
19207,red/blush wine,7546,1
19208,other vegetables,7547,1
19209,frozen vegetables,7547,1
19210,white bread,7548,1
19211,butter,7548,1
19212,chicken,7549,1
19213,whole milk,7549,1
19214,sausage,7550,1
19215,long life bakery product,7550,1
19216,beef,7550,1
19217,other vegetables,7550,1
19218,margarine,7550,1
19219,citrus fruit,7551,1
19220,yogurt,7551,1
19221,napkins,7552,1
19222,cake bar,7552,1
19223,frankfurter,7553,1
19224,whole milk,7553,1
19225,other vegetables,7554,1
19226,shopping bags,7554,1
19227,vinegar,7555,1
19228,dog food,7555,1
19229,long life bakery product,7556,1
19230,butter milk,7556,1
19231,citrus fruit,7557,1
19232,pastry,7557,1
19233,dish cleaner,7557,1
19234,other vegetables,7558,1
19235,whole milk,7558,1
19236,curd,7559,1
19237,whole milk,7559,1
19238,red/blush wine,7559,1
19239,rolls/buns,7560,1
19240,packaged fruit/vegetables,7560,1
19241,whole milk,7561,1
19242,specialty bar,7561,1
19243,pip fruit,7562,1
19244,fruit/vegetable juice,7562,1
19245,whipped/sour cream,7562,1
19246,soda,7562,1
19247,beef,7563,1
19248,brown bread,7563,1
19249,tropical fruit,7564,1
19250,whole milk,7564,1
19251,chocolate,7564,1
19252,frankfurter,7565,1
19253,bottled beer,7565,1
19254,other vegetables,7565,1
19255,bottled beer,7565,1
19256,bottled water,7566,1
19257,UHT/milk,7566,1
19258,frankfurter,7567,1
19259,domestic eggs,7567,1
19260,tropical fruit,7568,1
19261,hard cheese,7568,1
19262,other vegetables,7569,1
19263,whole milk,7569,1
19264,rolls/buns,7570,1
19265,napkins,7570,1
19266,ice cream,7570,1
19267,nut snack,7570,1
19268,sausage,7571,1
19269,pip fruit,7571,1
19270,condensed milk,7572,1
19271,other vegetables,7572,1
19272,beef,7573,1
19273,soap,7573,1
19274,whipped/sour cream,7574,1
19275,other vegetables,7574,1
19276,bottled water,7575,1
19277,pastry,7575,1
19278,citrus fruit,7576,1
19279,rolls/buns,7576,1
19280,sausage,7577,1
19281,pastry,7577,1
19282,whole milk,7577,1
19283,pastry,7578,1
19284,candles,7578,1
19285,male cosmetics,7579,1
19286,baking powder,7579,1
19287,misc. beverages,7580,1
19288,curd,7580,1
19289,yogurt,7581,1
19290,bottled beer,7581,1
19291,frozen fish,7582,1
19292,sausage,7582,1
19293,other vegetables,7582,1
19294,canned beer,7582,1
19295,yogurt,7582,1
19296,shopping bags,7582,1
19297,beverages,7582,1
19298,chewing gum,7582,1
19299,canned beer,7582,1
19300,beef,7583,1
19301,whole milk,7583,1
19302,root vegetables,7583,1
19303,whipped/sour cream,7583,2
19304,other vegetables,7583,1
19305,yogurt,7584,1
19306,whole milk,7584,2
19307,other vegetables,7585,1
19308,white bread,7585,1
19309,cling film/bags,7586,1
19310,ham,7586,1
19311,rolls/buns,7587,1
19312,waffles,7587,1
19313,whole milk,7588,1
19314,other vegetables,7588,1
19315,soda,7588,1
19316,long life bakery product,7588,1
19317,butter,7589,1
19318,white bread,7589,1
19319,pot plants,7590,1
19320,baking powder,7590,1
19321,rolls/buns,7591,1
19322,yogurt,7591,1
19323,dessert,7592,1
19324,domestic eggs,7592,1
19325,candles,7592,1
19326,whole milk,7592,1
19327,butter,7593,1
19328,canned beer,7593,1
19329,finished products,7594,1
19330,root vegetables,7594,1
19331,pip fruit,7595,1
19332,whole milk,7595,1
19333,brown bread,7596,1
19334,frozen meals,7596,1
19335,cat food,7596,1
19336,white bread,7596,1
19337,chocolate marshmallow,7597,1
19338,whipped/sour cream,7597,1
19339,other vegetables,7598,1
19340,berries,7598,1
19341,organic products,7598,1
19342,sausage,7599,1
19343,pip fruit,7599,1
19344,hard cheese,7599,1
19345,frozen vegetables,7599,1
19346,pastry,7600,1
19347,shopping bags,7600,1
19348,butter milk,7601,1
19349,shopping bags,7601,1
19350,baking powder,7601,1
19351,curd,7602,1
19352,other vegetables,7602,1
19353,rolls/buns,7603,1
19354,oil,7603,1
19355,whole milk,7604,1
19356,canned beer,7604,1
19357,bottled water,7604,1
19358,bottled beer,7604,1
19359,other vegetables,7605,1
19360,whole milk,7605,1
19361,UHT/milk,7605,1
19362,other vegetables,7605,1
19363,frozen meals,7605,1
19364,whole milk,7605,1
19365,salty snack,7605,1
19366,other vegetables,7606,1
19367,napkins,7606,1
19368,pork,7607,1
19369,frozen potato products,7607,1
19370,curd cheese,7607,1
19371,whole milk,7608,1
19372,root vegetables,7608,1
19373,beef,7609,1
19374,soda,7609,2
19375,pasta,7610,1
19376,sausage,7611,1
19377,bottled water,7611,1
19378,brown bread,7611,1
19379,pastry,7612,1
19380,UHT/milk,7612,1
19381,coffee,7613,1
19382,other vegetables,7613,1
19383,soda,7614,1
19384,whole milk,7614,1
19385,newspapers,7614,1
19386,coffee,7614,1
19387,rolls/buns,7615,1
19388,shopping bags,7615,1
19389,frozen meals,7616,1
19390,bottled beer,7616,1
19391,root vegetables,7616,1
19392,potato products,7616,1
19393,turkey,7617,1
19394,other vegetables,7617,1
19395,chicken,7618,1
19396,chocolate,7618,1
19397,chewing gum,7618,1
19398,tropical fruit,7619,1
19399,coffee,7619,1
19400,whole milk,7619,1
19401,dental care,7620,1
19402,other vegetables,7620,1
19403,pet care,7620,1
19404,curd,7621,1
19405,whipped/sour cream,7621,1
19406,sausage,7622,1
19407,whole milk,7622,2
19408,hamburger meat,7623,1
19409,pip fruit,7623,1
19410,curd,7623,1
19411,margarine,7623,1
19412,instant coffee,7623,1
19413,misc. beverages,7623,1
19414,citrus fruit,7624,1
19415,frozen vegetables,7624,1
19416,onions,7625,1
19417,soda,7625,1
19418,sausage,7626,2
19419,chicken,7626,1
19420,chewing gum,7626,1
19421,newspapers,7626,1
19422,bottled water,7626,1
19423,pastry,7626,1
19424,yogurt,7626,1
19425,sausage,7627,1
19426,whole milk,7627,1
19427,pip fruit,7628,1
19428,soda,7628,1
19429,condensed milk,7628,1
19430,long life bakery product,7629,1
19431,beef,7629,1
19432,tidbits,7629,1
19433,butter,7629,1
19434,frankfurter,7630,1
19435,rolls/buns,7630,1
19436,coffee,7630,1
19437,white wine,7630,1
19438,sausage,7631,1
19439,white bread,7631,1
19440,chicken,7632,1
19441,rolls/buns,7632,1
19442,liquor (appetizer),7632,1
19443,pip fruit,7632,1
19444,hygiene articles,7632,1
19445,sausage,7633,1
19446,bottled beer,7633,1
19447,pastry,7634,1
19448,meat spreads,7634,1
19449,beef,7635,1
19450,yogurt,7635,1
19451,pet care,7636,1
19452,sliced cheese,7636,1
19453,dessert,7637,1
19454,root vegetables,7637,1
19455,butter,7638,1
19456,waffles,7638,1
19457,chicken,7639,1
19458,beef,7639,1
19459,white bread,7639,1
19460,semi/finished bread,7639,1
19461,yogurt,7640,1
19462,whole milk,7640,2
19463,chocolate,7641,1
19464,roll products ,7641,1
19465,pip fruit,7642,1
19466,pork,7642,1
19467,sausage,7642,1
19468,dessert,7642,1
19469,grapes,7642,1
19470,soda,7642,1
19471,dessert,7642,1
19472,yogurt,7642,1
19473,whole milk,7642,1
19474,hard cheese,7643,1
19475,other vegetables,7643,1
19476,whole milk,7643,1
19477,zwieback,7643,1
19478,other vegetables,7644,1
19479,sausage,7644,1
19480,sliced cheese,7644,1
19481,rolls/buns,7644,1
19482,frankfurter,7645,1
19483,bottled water,7645,1
19484,pickled vegetables,7645,1
19485,frozen meals,7646,1
19486,napkins,7646,1
19487,whole milk,7647,1
19488,onions,7647,1
19489,canned beer,7648,1
