,Member_number,Date,itemDescription,InvoiceNum
21511,3227,30/11/2015,pip fruit,8306
21512,3227,30/11/2015,pastry,8306
21513,3227,30/11/2015,jam,8306
21514,3228,26/01/2015,tropical fruit,8307
21515,3228,26/01/2015,chicken,8307
21516,3228,26/01/2015,sausage,8307
21517,3228,26/01/2015,organic sausage,8307
21518,3228,26/01/2015,other vegetables,8307
21519,3228,26/01/2015,whipped/sour cream,8307
21520,3228,26/01/2015,other vegetables,8307
21521,3228,26/01/2015,butter milk,8307
21522,3229,7/8/2015,cat food,8308
21523,3229,7/8/2015,curd,8308
21524,3229,7/8/2015,bottled water,8308
21525,3229,7/8/2015,frozen vegetables,8308
21526,3229,7/8/2015,tea,8308
21527,3229,16/11/2014,rolls/buns,8309
21528,3229,16/11/2014,coffee,8309
21529,3229,25/03/2015,white bread,8310
21530,3229,25/03/2015,other vegetables,8310
21531,3229,25/03/2015,whipped/sour cream,8310
21532,3229,25/03/2015,UHT/milk,8310
21533,3229,25/03/2015,margarine,8310
21534,3230,14/01/2015,other vegetables,8311
21535,3230,14/01/2015,roll products ,8311
21536,3231,22/03/2014,tropical fruit,8312
21537,3231,22/03/2014,bottled water,8312
21538,3231,22/03/2014,semi/finished bread,8312
21539,3231,31/03/2015,sausage,8313
21540,3231,31/03/2015,cocoa drinks,8313
21541,3232,1/7/2014,dessert,8314
21542,3232,1/7/2014,soda,8314
21543,3232,9/7/2014,beverages,8315
21544,3232,9/7/2014,red/blush wine,8315
21545,3232,10/9/2014,pastry,8316
21546,3232,10/9/2014,rolls/buns,8316
21547,3232,12/11/2014,whole milk,8317
21548,3232,12/11/2014,whipped/sour cream,8317
21549,3232,10/6/2015,whole milk,8318
21550,3232,10/6/2015,ice cream,8318
21551,3232,18/12/2015,yogurt,8319
21552,3232,18/12/2015,other vegetables,8319
21553,3232,18/12/2015,white wine,8319
21554,3232,18/12/2015,frozen vegetables,8319
21555,3232,29/05/2015,berries,8320
21556,3232,29/05/2015,other vegetables,8320
21557,3233,26/10/2014,chocolate,8321
21558,3233,26/10/2014,waffles,8321
21559,3234,16/08/2015,citrus fruit,8322
21560,3234,16/08/2015,tropical fruit,8322
21561,3235,14/11/2015,pork,8323
21562,3235,14/11/2015,long life bakery product,8323
21563,3235,22/10/2014,whole milk,8324
21564,3235,22/10/2014,skin care,8324
21565,3235,28/12/2015,root vegetables,8325
21566,3235,28/12/2015,ice cream,8325
21567,3235,28/12/2015,margarine,8325
21568,3236,4/7/2015,berries,8326
21569,3236,4/7/2015,condensed milk,8326
21570,3236,4/7/2015,whipped/sour cream,8326
21571,3236,9/4/2015,finished products,8327
21572,3236,9/4/2015,rolls/buns,8327
21573,3236,17/04/2014,brown bread,8328
21574,3236,17/04/2014,dish cleaner,8328
21575,3236,26/01/2015,dessert,8329
21576,3236,26/01/2015,herbs,8329
21577,3236,26/01/2015,waffles,8329
21578,3237,4/8/2014,other vegetables,8330
21579,3237,4/8/2014,yogurt,8330
21580,3237,7/8/2014,other vegetables,8331
21581,3237,7/8/2014,rolls/buns,8331
21582,3237,7/8/2014,sweet spreads,8331
21583,3237,14/10/2014,specialty bar,8332
21584,3237,14/10/2014,roll products ,8332
21585,3237,28/06/2015,UHT/milk,8333
21586,3237,28/06/2015,butter milk,8333
21587,3237,28/06/2015,frozen vegetables,8333
21588,3237,28/06/2015,other vegetables,8333
21589,3237,28/06/2015,candy,8333
21590,3237,28/06/2015,fruit/vegetable juice,8333
21591,3238,3/7/2014,root vegetables,8334
21592,3238,3/7/2014,rolls/buns,8334
21593,3238,3/7/2014,bottled beer,8334
21594,3238,3/7/2014,rolls/buns,8334
21595,3238,6/2/2014,specialty bar,8335
21596,3238,6/2/2014,canned beer,8335
21597,3238,6/2/2014,white bread,8335
21598,3238,6/2/2014,newspapers,8335
21599,3239,27/11/2015,citrus fruit,8336
21600,3239,27/11/2015,yogurt,8336
21601,3240,1/1/2015,citrus fruit,8337
21602,3240,1/1/2015,whole milk,8337
21603,3240,31/10/2014,canned beer,8338
21604,3240,31/10/2014,canned beer,8338
21605,3241,8/1/2014,ham,8339
21606,3241,8/1/2014,whole milk,8339
21607,3241,8/1/2014,brown bread,8339
21608,3241,9/8/2015,chicken,8340
21609,3241,9/8/2015,root vegetables,8340
21610,3241,9/8/2015,whole milk,8340
21611,3241,9/8/2015,rolls/buns,8340
21612,3241,20/09/2015,root vegetables,8341
21613,3241,20/09/2015,grapes,8341
21614,3242,23/02/2015,frankfurter,8342
21615,3242,23/02/2015,frankfurter,8342
21616,3242,23/02/2015,pip fruit,8342
21617,3242,23/02/2015,yogurt,8342
21618,3242,23/05/2015,bottled water,8343
21619,3242,23/05/2015,whole milk,8343
21620,3242,29/07/2014,UHT/milk,8344
21621,3242,29/07/2014,brown bread,8344
21622,3243,2/1/2014,whole milk,8345
21623,3243,2/1/2014,pot plants,8345
21624,3244,20/11/2015,sausage,8346
21625,3244,20/11/2015,newspapers,8346
21626,3244,21/06/2014,canned fish,8347
21627,3244,21/06/2014,root vegetables,8347
21628,3244,28/07/2014,rolls/buns,8348
21629,3244,28/07/2014,whole milk,8348
21630,3245,8/12/2015,whole milk,8349
21631,3245,8/12/2015,curd,8349
21632,3245,11/5/2015,soda,8350
21633,3245,11/5/2015,chocolate,8350
21634,3245,17/05/2015,other vegetables,8351
21635,3245,17/05/2015,hamburger meat,8351
21636,3245,17/05/2015,citrus fruit,8351
21637,3245,17/05/2015,dish cleaner,8351
21638,3245,17/05/2015,coffee,8351
21639,3245,17/05/2015,coffee,8351
21640,3245,17/05/2015,mayonnaise,8351
21641,3245,17/05/2015,newspapers,8351
21642,3245,19/03/2015,hamburger meat,8352
21643,3245,19/03/2015,beverages,8352
21644,3245,19/03/2015,margarine,8352
21645,3245,24/01/2015,beef,8353
21646,3245,24/01/2015,white wine,8353
21647,3245,24/01/2015,pip fruit,8353
21648,3246,4/10/2014,yogurt,8354
21649,3246,4/10/2014,yogurt,8354
21650,3246,14/01/2014,pot plants,8355
21651,3246,14/01/2014,frozen vegetables,8355
21652,3246,14/01/2014,coffee,8355
21653,3246,21/05/2014,rolls/buns,8356
21654,3246,21/05/2014,root vegetables,8356
21655,3246,24/06/2015,coffee,8357
21656,3246,24/06/2015,root vegetables,8357
21657,3246,25/12/2014,soda,8358
21658,3246,25/12/2014,root vegetables,8358
21659,3246,25/12/2014,whole milk,8358
21660,3246,25/12/2014,pastry,8358
21661,3246,27/08/2015,canned beer,8359
21662,3246,27/08/2015,frozen meals,8359
21663,3246,27/08/2015,beef,8359
21664,3246,27/08/2015,canned beer,8359
21665,3246,27/08/2015,coffee,8359
21666,3246,28/12/2014,napkins,8360
21667,3246,28/12/2014,dessert,8360
21668,3246,29/10/2014,pork,8361
21669,3246,29/10/2014,fruit/vegetable juice,8361
21670,3247,3/9/2014,pip fruit,8362
21671,3247,3/9/2014,candy,8362
21672,3247,9/3/2014,rice,8363
21673,3247,9/3/2014,coffee,8363
21674,3247,9/8/2014,root vegetables,8364
21675,3247,9/8/2014,pastry,8364
21676,3247,9/8/2014,other vegetables,8364
21677,3247,9/8/2014,rolls/buns,8364
21678,3247,1/11/2015,cat food,8365
21679,3247,1/11/2015,canned beer,8365
21680,3247,1/11/2015,sliced cheese,8365
21681,3247,1/11/2015,dishes,8365
21682,3247,1/11/2015,zwieback,8365
21683,3247,13/01/2015,UHT/milk,8366
21684,3247,13/01/2015,root vegetables,8366
21685,3247,13/01/2015,rolls/buns,8366
21686,3247,13/01/2015,rolls/buns,8366
21687,3247,13/01/2015,spread cheese,8366
21688,3247,13/01/2015,misc. beverages,8366
21689,3247,13/01/2015,sugar,8366
21690,3247,24/09/2014,fruit/vegetable juice,8367
21691,3247,24/09/2014,frozen vegetables,8367
21692,3247,27/09/2014,whole milk,8368
21693,3247,27/09/2014,yogurt,8368
21694,3248,6/2/2014,pork,8369
21695,3248,6/2/2014,whole milk,8369
21696,3248,7/4/2014,hamburger meat,8370
21697,3248,7/4/2014,spread cheese,8370
21698,3248,9/11/2014,soda,8371
21699,3248,9/11/2014,shopping bags,8371
21700,3248,13/05/2014,liquor,8372
21701,3248,13/05/2014,chicken,8372
21702,3248,13/08/2014,other vegetables,8373
21703,3248,13/08/2014,flour,8373
21704,3248,14/01/2015,chicken,8374
21705,3248,14/01/2015,root vegetables,8374
21706,3248,16/04/2014,UHT/milk,8375
21707,3248,16/04/2014,processed cheese,8375
21708,3248,16/10/2014,tropical fruit,8376
21709,3248,16/10/2014,other vegetables,8376
21710,3248,19/06/2015,citrus fruit,8377
21711,3248,19/06/2015,pork,8377
21712,3248,25/10/2014,soups,8378
21713,3248,25/10/2014,white bread,8378
21714,3248,25/10/2014,other vegetables,8378
21715,3249,2/4/2014,dessert,8379
21716,3249,2/4/2014,beverages,8379
21717,3249,22/12/2014,ham,8380
21718,3249,22/12/2014,beverages,8380
21719,3250,12/4/2015,tropical fruit,8381
21720,3250,12/4/2015,whole milk,8381
21721,3250,12/4/2015,liquor,8381
21722,3250,19/10/2014,soda,8382
21723,3250,19/10/2014,root vegetables,8382
21724,3251,5/11/2014,beef,8383
21725,3251,5/11/2014,rolls/buns,8383
21726,3251,5/7/2015,beef,8384
21727,3251,5/7/2015,butter,8384
21728,3251,5/7/2015,chocolate,8384
21729,3251,5/7/2015,frozen meals,8384
21730,3251,5/7/2015,napkins,8384
21731,3251,5/7/2015,margarine,8384
21732,3251,9/11/2015,salt,8385
21733,3251,9/11/2015,yogurt,8385
21734,3251,9/11/2015,rolls/buns,8385
21735,3251,9/11/2015,whole milk,8385
21736,3251,10/9/2015,soda,8386
21737,3251,10/9/2015,other vegetables,8386
21738,3251,20/10/2014,soda,8387
21739,3251,20/10/2014,shopping bags,8387
21740,3251,20/10/2014,napkins,8387
21741,3251,26/06/2014,whole milk,8388
21742,3251,26/06/2014,soda,8388
21743,3251,26/12/2015,frankfurter,8389
21744,3251,26/12/2015,rolls/buns,8389
21745,3252,14/05/2014,whole milk,8390
21746,3252,14/05/2014,rolls/buns,8390
21747,3252,15/02/2015,sausage,8391
21748,3252,15/02/2015,mustard,8391
21749,3252,22/08/2015,citrus fruit,8392
21750,3252,22/08/2015,chicken,8392
21751,3252,22/08/2015,bottled water,8392
21752,3252,22/08/2015,rolls/buns,8392
21753,3252,28/06/2015,pip fruit,8393
21754,3252,28/06/2015,brown bread,8393
21755,3252,29/10/2014,pastry,8394
21756,3252,29/10/2014,other vegetables,8394
21757,3253,20/06/2015,sweet spreads,8395
21758,3253,20/06/2015,frozen fish,8395
21759,3253,26/06/2014,whole milk,8396
21760,3253,26/06/2014,whipped/sour cream,8396
21761,3254,2/3/2014,whole milk,8397
21762,3254,2/3/2014,other vegetables,8397
21763,3254,11/12/2014,root vegetables,8398
21764,3254,11/12/2014,rolls/buns,8398
21765,3254,11/12/2014,shopping bags,8398
21766,3254,10/9/2015,frankfurter,8399
21767,3254,10/9/2015,brown bread,8399
21768,3254,19/10/2015,photo/film,8400
21769,3254,19/10/2015,soda,8400
21770,3254,19/10/2015,cream cheese ,8400
21771,3255,5/11/2015,tropical fruit,8401
21772,3255,5/11/2015,frozen dessert,8401
21773,3255,5/11/2015,newspapers,8401
21774,3255,8/1/2015,domestic eggs,8402
21775,3255,8/1/2015,whole milk,8402
21776,3255,20/11/2014,tropical fruit,8403
21777,3255,20/11/2014,UHT/milk,8403
21778,3255,23/01/2014,bottled beer,8404
21779,3255,23/01/2014,semi/finished bread,8404
21780,3255,24/05/2015,rolls/buns,8405
21781,3255,24/05/2015,root vegetables,8405
21782,3255,24/05/2015,domestic eggs,8405
21783,3255,24/05/2015,ice cream,8405
21784,3255,29/04/2015,pork,8406
21785,3255,29/04/2015,soda,8406
21786,3255,29/04/2015,other vegetables,8406
21787,3255,29/04/2015,ice cream,8406
21788,3256,10/10/2014,canned beer,8407
21789,3256,10/10/2014,yogurt,8407
21790,3256,10/10/2014,white bread,8407
21791,3256,17/10/2014,pork,8408
21792,3256,17/10/2014,sliced cheese,8408
21793,3256,17/12/2014,cream cheese ,8409
21794,3256,17/12/2014,toilet cleaner,8409
21795,3256,30/07/2015,pork,8410
21796,3256,30/07/2015,soda,8410
21797,3257,2/9/2014,pastry,8411
21798,3257,2/9/2014,yogurt,8411
21799,3257,2/9/2014,bottled water,8411
21800,3257,2/9/2014,soda,8411
21801,3257,13/02/2015,root vegetables,8412
21802,3257,13/02/2015,whole milk,8412
21803,3257,13/02/2015,meat,8412
21804,3257,13/02/2015,other vegetables,8412
21805,3257,13/02/2015,dog food,8412
21806,3257,13/02/2015,bottled water,8412
21807,3257,13/02/2015,domestic eggs,8412
21808,3258,10/4/2014,white wine,8413
21809,3258,10/4/2014,specialty cheese,8413
21810,3258,15/06/2014,tropical fruit,8414
21811,3258,15/06/2014,bottled beer,8414
21812,3258,19/12/2014,curd,8415
21813,3258,19/12/2014,yogurt,8415
21814,3258,20/05/2015,other vegetables,8416
21815,3258,20/05/2015,rum,8416
21816,3258,20/05/2015,bottled water,8416
21817,3258,21/09/2014,berries,8417
21818,3258,21/09/2014,soap,8417
21819,3258,24/09/2014,flower (seeds),8418
21820,3258,24/09/2014,bottled water,8418
21821,3259,1/2/2014,soda,8419
21822,3259,1/2/2014,dishes,8419
21823,3259,12/3/2014,other vegetables,8420
21824,3259,12/3/2014,shopping bags,8420
21825,3259,2/9/2015,sausage,8421
21826,3259,2/9/2015,oil,8421
21827,3259,2/9/2015,cream cheese ,8421
21828,3259,15/02/2015,canned beer,8422
21829,3259,15/02/2015,butter,8422
21830,3260,2/12/2015,ham,8423
21831,3260,2/12/2015,UHT/milk,8423
21832,3260,8/7/2015,meat,8424
21833,3260,8/7/2015,onions,8424
21834,3260,8/7/2015,whole milk,8424
21835,3260,8/7/2015,whole milk,8424
21836,3260,30/12/2014,dish cleaner,8425
21837,3260,30/12/2014,waffles,8425
21838,3262,8/7/2015,whole milk,8426
21839,3262,8/7/2015,pip fruit,8426
21840,3262,8/7/2015,tropical fruit,8426
21841,3262,8/7/2015,soda,8426
21842,3262,8/12/2015,frankfurter,8427
21843,3262,8/12/2015,rolls/buns,8427
21844,3262,8/12/2015,bottled beer,8427
21845,3262,8/12/2015,other vegetables,8427
21846,3262,8/12/2015,yogurt,8427
21847,3262,8/12/2015,soups,8427
21848,3262,8/12/2015,yogurt,8427
21849,3262,8/12/2015,UHT/milk,8427
21850,3262,11/6/2015,domestic eggs,8428
21851,3262,11/6/2015,newspapers,8428
21852,3262,16/04/2014,pip fruit,8429
21853,3262,16/04/2014,frozen meals,8429
21854,3263,17/04/2014,pasta,8430
21855,3263,17/04/2014,soda,8430
21856,3263,17/07/2014,waffles,8431
21857,3263,17/07/2014,cling film/bags,8431
21858,3263,30/06/2014,chocolate,8432
21859,3263,30/06/2014,sugar,8432
21860,3263,30/06/2014,coffee,8432
21861,3264,11/10/2014,root vegetables,8433
21862,3264,11/10/2014,onions,8433
21863,3264,5/4/2015,margarine,8434
21864,3264,5/4/2015,whole milk,8434
21865,3264,13/01/2015,sausage,8435
21866,3264,13/01/2015,dessert,8435
21867,3264,27/02/2014,brown bread,8436
21868,3264,27/02/2014,whipped/sour cream,8436
21869,3264,27/06/2014,white bread,8437
21870,3264,27/06/2014,spread cheese,8437
21871,3265,9/7/2014,whole milk,8438
21872,3265,9/7/2014,pastry,8438
21873,3265,9/12/2015,specialty bar,8439
21874,3265,9/12/2015,chocolate,8439
21875,3265,9/12/2015,packaged fruit/vegetables,8439
21876,3265,9/12/2015,domestic eggs,8439
21877,3265,9/12/2015,cream cheese ,8439
21878,3266,6/9/2014,brown bread,8440
21879,3266,6/9/2014,misc. beverages,8440
21880,3266,7/10/2014,other vegetables,8441
21881,3266,7/10/2014,margarine,8441
21882,3266,7/10/2014,soda,8441
21883,3266,7/10/2014,salty snack,8441
21884,3266,14/12/2014,pork,8442
21885,3266,14/12/2014,semi/finished bread,8442
21886,3266,16/07/2014,bottled beer,8443
21887,3266,16/07/2014,soda,8443
21888,3266,19/08/2015,canned beer,8444
21889,3266,19/08/2015,domestic eggs,8444
21890,3266,25/10/2015,hamburger meat,8445
21891,3266,25/10/2015,sausage,8445
21892,3266,25/10/2015,frankfurter,8445
21893,3266,25/10/2015,soda,8445
21894,3266,25/10/2015,root vegetables,8445
21895,3266,25/10/2015,coffee,8445
21896,3266,25/10/2015,chewing gum,8445
21897,3266,25/10/2015,pastry,8445
21898,3266,30/10/2014,UHT/milk,8446
21899,3266,30/10/2014,rolls/buns,8446
21900,3267,14/11/2014,brown bread,8447
21901,3267,14/11/2014,soda,8447
21902,3267,18/01/2015,frankfurter,8448
21903,3267,18/01/2015,yogurt,8448
21904,3267,18/01/2015,cat food,8448
21905,3267,27/03/2014,other vegetables,8449
21906,3267,27/03/2014,beverages,8449
21907,3267,30/03/2014,sauces,8450
21908,3267,30/03/2014,herbs,8450
21909,3268,3/11/2014,canned fish,8451
21910,3268,3/11/2014,cling film/bags,8451
21911,3268,4/5/2014,root vegetables,8452
21912,3268,4/5/2014,shopping bags,8452
21913,3268,6/11/2015,canned beer,8453
21914,3268,6/11/2015,long life bakery product,8453
21915,3268,6/11/2015,rolls/buns,8453
21916,3268,13/07/2015,citrus fruit,8454
21917,3268,13/07/2015,whole milk,8454
21918,3268,13/07/2015,specialty cheese,8454
21919,3268,18/04/2015,dessert,8455
21920,3268,18/04/2015,margarine,8455
21921,3268,23/01/2014,citrus fruit,8456
21922,3268,23/01/2014,white bread,8456
21923,3268,31/01/2014,hamburger meat,8457
21924,3268,31/01/2014,dish cleaner,8457
21925,3269,9/7/2014,sausage,8458
21926,3269,9/7/2014,yogurt,8458
21927,3269,9/7/2014,tidbits,8458
21928,3269,7/10/2015,whipped/sour cream,8459
21929,3269,7/10/2015,whole milk,8459
21930,3270,15/05/2015,whole milk,8460
21931,3270,15/05/2015,bottled water,8460
21932,3271,20/11/2014,soda,8461
21933,3271,20/11/2014,soda,8461
21934,3271,25/02/2014,specialty fat,8462
21935,3271,25/02/2014,other vegetables,8462
21936,3271,25/02/2014,white wine,8462
21937,3271,27/12/2015,sausage,8463
21938,3271,27/12/2015,yogurt,8463
21939,3272,18/04/2014,whipped/sour cream,8464
21940,3272,18/04/2014,canned beer,8464
21941,3272,21/06/2015,dessert,8465
21942,3272,21/06/2015,yogurt,8465
21943,3273,4/2/2014,other vegetables,8466
21944,3273,4/2/2014,whole milk,8466
21945,3273,15/03/2015,margarine,8467
21946,3273,15/03/2015,sausage,8467
21947,3273,15/03/2015,snack products,8467
21948,3273,15/03/2015,butter,8467
21949,3273,15/03/2015,whipped/sour cream,8467
21950,3273,26/09/2015,citrus fruit,8468
21951,3273,26/09/2015,beef,8468
21952,3275,4/12/2014,yogurt,8469
21953,3275,4/12/2014,frozen potato products,8469
21954,3275,18/06/2015,frankfurter,8470
21955,3275,18/06/2015,other vegetables,8470
21956,3275,18/06/2015,sugar,8470
21957,3275,26/10/2015,whole milk,8471
21958,3275,26/10/2015,napkins,8471
21959,3275,26/10/2015,flour,8471
21960,3276,8/8/2014,sausage,8472
21961,3276,8/8/2014,curd cheese,8472
21962,3276,3/4/2015,whole milk,8473
21963,3276,3/4/2015,root vegetables,8473
21964,3276,3/4/2015,sausage,8473
21965,3276,3/4/2015,frozen vegetables,8473
21966,3276,3/4/2015,chocolate,8473
21967,3276,23/02/2015,chicken,8474
21968,3276,23/02/2015,whole milk,8474
21969,3276,23/02/2015,snack products,8474
21970,3276,30/06/2015,root vegetables,8475
21971,3276,30/06/2015,specialty chocolate,8475
21972,3276,30/06/2015,frozen vegetables,8475
21973,3276,30/06/2015,canned beer,8475
21974,3276,30/06/2015,frozen fish,8475
21975,3277,28/08/2014,grapes,8476
21976,3277,28/08/2014,yogurt,8476
21977,3277,28/08/2014,hygiene articles,8476
21978,3277,30/08/2014,fruit/vegetable juice,8477
21979,3277,30/08/2014,beef,8477
21980,3277,31/10/2014,whole milk,8478
21981,3277,31/10/2014,other vegetables,8478
21982,3278,13/03/2014,dish cleaner,8479
21983,3278,13/03/2014,coffee,8479
21984,3278,29/11/2014,frozen dessert,8480
21985,3278,29/11/2014,specialty chocolate,8480
21986,3279,7/3/2014,frankfurter,8481
21987,3279,7/3/2014,packaged fruit/vegetables,8481
21988,3279,9/10/2014,soda,8482
21989,3279,9/10/2014,shopping bags,8482
21990,3279,26/11/2014,waffles,8483
21991,3279,26/11/2014,ketchup,8483
21992,3279,26/11/2014,candy,8483
21993,3280,7/6/2014,beef,8484
21994,3280,7/6/2014,soda,8484
21995,3280,13/07/2015,whole milk,8485
21996,3280,13/07/2015,UHT/milk,8485
21997,3280,14/04/2015,beef,8486
21998,3280,14/04/2015,tropical fruit,8486
21999,3281,16/06/2015,sausage,8487
22000,3281,16/06/2015,frozen potato products,8487
22001,3281,19/04/2014,yogurt,8488
22002,3281,19/04/2014,napkins,8488
22003,3281,25/10/2015,beef,8489
22004,3281,25/10/2015,root vegetables,8489
22005,3282,10/7/2014,ice cream,8490
22006,3282,10/7/2014,chocolate,8490
22007,3282,10/7/2014,seasonal products,8490
22008,3282,12/5/2014,yogurt,8491
22009,3282,12/5/2014,other vegetables,8491
22010,3282,22/06/2015,frankfurter,8492
22011,3282,22/06/2015,soda,8492
22012,3282,26/10/2014,kitchen towels,8493
22013,3282,26/10/2014,rolls/buns,8493
22014,3282,28/08/2014,sausage,8494
22015,3282,28/08/2014,margarine,8494
22016,3283,1/5/2015,whole milk,8495
22017,3283,1/5/2015,soda,8495
22018,3283,1/5/2015,mayonnaise,8495
22019,3283,2/7/2015,coffee,8496
22020,3283,2/7/2015,onions,8496
22021,3283,30/03/2014,whole milk,8497
22022,3283,30/03/2014,frozen fish,8497
22023,3283,31/08/2014,packaged fruit/vegetables,8498
22024,3283,31/08/2014,yogurt,8498
22025,3284,1/4/2014,canned fish,8499
22026,3284,1/4/2014,coffee,8499
22027,3284,4/1/2014,instant coffee,8500
22028,3284,4/1/2014,yogurt,8500
22029,3284,4/1/2014,other vegetables,8500
22030,3284,19/11/2015,curd,8501
22031,3284,19/11/2015,whole milk,8501
22032,3284,23/01/2015,fruit/vegetable juice,8502
22033,3284,23/01/2015,newspapers,8502
22034,3284,25/03/2014,whole milk,8503
22035,3284,25/03/2014,misc. beverages,8503
22036,3284,25/03/2014,pot plants,8503
22037,3284,27/01/2014,dishes,8504
22038,3284,27/01/2014,oil,8504
22039,3284,28/01/2015,tropical fruit,8505
22040,3284,28/01/2015,rolls/buns,8505
22041,3285,12/7/2015,sausage,8506
22042,3285,12/7/2015,whole milk,8506
22043,3285,12/7/2015,whipped/sour cream,8506
22044,3285,12/7/2015,domestic eggs,8506
22045,3285,21/10/2014,tropical fruit,8507
22046,3285,21/10/2014,other vegetables,8507
22047,3285,21/10/2014,hygiene articles,8507
22048,3286,18/08/2014,artif. sweetener,8508
22049,3286,18/08/2014,herbs,8508
22050,3286,23/12/2015,finished products,8509
22051,3286,23/12/2015,yogurt,8509
22052,3287,12/11/2014,herbs,8510
22053,3287,12/11/2014,vinegar,8510
22054,3287,12/11/2014,chocolate,8510
22055,3287,12/11/2014,cleaner,8510
22056,3287,2/2/2015,onions,8511
22057,3287,2/2/2015,pork,8511
22058,3287,2/2/2015,rolls/buns,8511
22059,3287,2/2/2015,vinegar,8511
22060,3287,13/05/2014,root vegetables,8512
22061,3287,13/05/2014,other vegetables,8512
22062,3287,13/05/2014,dessert,8512
22063,3287,23/04/2014,napkins,8513
22064,3287,23/04/2014,pastry,8513
22065,3288,20/04/2014,bottled water,8514
22066,3288,20/04/2014,frozen chicken,8514
22067,3288,22/04/2014,pip fruit,8515
22068,3288,22/04/2014,other vegetables,8515
22069,3288,26/04/2015,brown bread,8516
22070,3288,26/04/2015,whole milk,8516
22071,3289,2/2/2014,hard cheese,8517
22072,3289,2/2/2014,sugar,8517
22073,3289,1/3/2015,tropical fruit,8518
22074,3289,1/3/2015,soft cheese,8518
22075,3289,2/5/2015,frankfurter,8519
22076,3289,2/5/2015,curd,8519
22077,3289,2/5/2015,beef,8519
22078,3289,2/5/2015,whipped/sour cream,8519
22079,3289,9/8/2015,tropical fruit,8520
22080,3289,9/8/2015,root vegetables,8520
22081,3289,9/8/2015,candy,8520
22082,3289,9/8/2015,yogurt,8520
22083,3289,9/8/2015,rolls/buns,8520
22084,3289,15/03/2015,specialty chocolate,8521
22085,3289,15/03/2015,yogurt,8521
22086,3289,15/03/2015,rolls/buns,8521
22087,3289,15/03/2015,misc. beverages,8521
22088,3289,21/03/2014,margarine,8522
22089,3289,21/03/2014,margarine,8522
22090,3289,21/03/2014,white bread,8522
22091,3289,21/03/2014,fruit/vegetable juice,8522
22092,3289,24/01/2014,other vegetables,8523
22093,3289,24/01/2014,domestic eggs,8523
22094,3289,26/12/2015,chicken,8524
22095,3289,26/12/2015,curd,8524
22096,3289,27/09/2014,chocolate,8525
22097,3289,27/09/2014,rolls/buns,8525
22098,3289,31/03/2015,yogurt,8526
22099,3289,31/03/2015,tropical fruit,8526
22100,3290,29/05/2015,sausage,8527
22101,3290,29/05/2015,soda,8527
22102,3291,2/8/2015,tropical fruit,8528
22103,3291,2/8/2015,semi/finished bread,8528
22104,3291,14/01/2014,butter milk,8529
22105,3291,14/01/2014,newspapers,8529
22106,3292,8/8/2014,whole milk,8530
22107,3292,8/8/2014,red/blush wine,8530
22108,3292,13/09/2015,beef,8531
22109,3292,13/09/2015,pork,8531
22110,3292,31/07/2015,dishes,8532
22111,3292,31/07/2015,dessert,8532
22112,3293,9/5/2015,sausage,8533
22113,3293,9/5/2015,bottled beer,8533
22114,3293,9/5/2015,misc. beverages,8533
22115,3293,17/10/2014,rolls/buns,8534
22116,3293,17/10/2014,soda,8534
22117,3293,19/01/2014,nuts/prunes,8535
22118,3293,19/01/2014,vinegar,8535
22119,3294,1/3/2014,root vegetables,8536
22120,3294,1/3/2014,other vegetables,8536
22121,3294,3/7/2015,newspapers,8537
22122,3294,3/7/2015,beef,8537
22123,3294,5/4/2015,chocolate,8538
22124,3294,5/4/2015,root vegetables,8538
22125,3294,10/4/2015,dessert,8539
22126,3294,10/4/2015,onions,8539
22127,3294,22/11/2014,grapes,8540
22128,3294,22/11/2014,coffee,8540
22129,3294,26/02/2014,pastry,8541
22130,3294,26/02/2014,whipped/sour cream,8541
22131,3294,26/02/2014,pickled vegetables,8541
22132,3295,6/3/2014,yogurt,8542
22133,3295,6/3/2014,canned beer,8542
22134,3295,7/6/2014,hamburger meat,8543
22135,3295,7/6/2014,other vegetables,8543
22136,3295,7/6/2014,chocolate marshmallow,8543
22137,3295,28/07/2015,root vegetables,8544
22138,3295,28/07/2015,sausage,8544
22139,3295,28/07/2015,hamburger meat,8544
22140,3295,28/07/2015,rum,8544
22141,3295,28/07/2015,house keeping products,8544
22142,3296,2/3/2015,whole milk,8545
22143,3296,2/3/2015,root vegetables,8545
22144,3296,2/3/2015,detergent,8545
22145,3296,6/6/2015,whole milk,8546
22146,3296,6/6/2015,organic sausage,8546
22147,3296,6/6/2015,specialty bar,8546
22148,3296,6/6/2015,yogurt,8546
22149,3296,17/08/2015,soda,8547
22150,3296,17/08/2015,zwieback,8547
22151,3296,22/05/2015,hamburger meat,8548
22152,3296,22/05/2015,packaged fruit/vegetables,8548
22153,3296,22/05/2015,baking powder,8548
22154,3296,27/06/2015,pickled vegetables,8549
22155,3296,27/06/2015,other vegetables,8549
22156,3297,8/2/2015,sausage,8550
22157,3297,8/2/2015,dessert,8550
22158,3297,21/05/2015,other vegetables,8551
22159,3297,21/05/2015,meat,8551
22160,3297,22/03/2014,whole milk,8552
22161,3297,22/03/2014,butter,8552
22162,3297,29/05/2014,processed cheese,8553
22163,3297,29/05/2014,fruit/vegetable juice,8553
22164,3297,29/05/2014,frozen meals,8553
