,itemDescription,InvoiceNum
19676,soda,9025
19677,rolls/buns,9026
19678,butter,9026
19679,coffee,9027
19680,other vegetables,9028
19681,bottled water,9028
19682,hamburger meat,9029
19683,tropical fruit,9030
19684,chicken,9031
19685,UHT/milk,9031
19686,beef,9032
19687,frozen vegetables,9032
19688,sausage,9033
19689,berries,9033
19690,hamburger meat,9034
19691,shopping bags,9034
19692,butter milk,9035
19693,soda,9036
19694,cream cheese ,9037
19695,frozen vegetables,9037
19696,pastry,9037
19697,bottled beer,9037
19698,citrus fruit,9038
19699,rolls/buns,9038
19700,chicken,9039
19701,margarine,9039
19702,sausage,9040
19703,waffles,9040
19704,pork,9042
19705,dessert,9042
19706,grapes,9043
19707,pip fruit,9043
19708,root vegetables,9043
19709,white bread,9044
19710,brown bread,9044
19711,frozen vegetables,9045
19712,beef,9046
19713,canned beer,9046
19714,whole milk,9047
19715,soda,9047
19716,candy,9048
19717,newspapers,9048
19718,citrus fruit,9049
19719,pork,9049
19720,pip fruit,9049
19721,yogurt,9049
19722,brown bread,9049
19723,other vegetables,9050
19724,frankfurter,9050
19725,root vegetables,9050
19726,newspapers,9050
19727,other vegetables,9051
19728,rolls/buns,9051
19729,rolls/buns,9052
19730,citrus fruit,9053
19731,root vegetables,9053
19732,beef,9054
19733,butter milk,9054
19734,misc. beverages,9054
19735,pastry,9054
19736,rolls/buns,9055
19737,pip fruit,9055
19738,fruit/vegetable juice,9056
19739,tropical fruit,9057
19740,curd,9057
19741,chicken,9058
19742,pip fruit,9058
19743,root vegetables,9059
19744,coffee,9059
19745,sausage,9060
19746,domestic eggs,9060
19747,canned beer,9061
19748,brown bread,9061
19749,pastry,9062
19750,napkins,9062
19751,shopping bags,9062
19752,margarine,9062
19753,sausage,9063
19754,cream cheese ,9063
19755,sausage,9064
19756,beverages,9064
19757,soda,9065
19758,tropical fruit,9065
19759,root vegetables,9066
19760,whole milk,9066
19761,frankfurter,9067
19762,ice cream,9067
19763,soda,9067
19764,soda,9068
19765,white bread,9068
19766,frozen vegetables,9068
19767,margarine,9069
19768,soda,9069
19769,beef,9070
19770,sausage,9071
19771,soda,9071
19772,whole milk,9072
19773,white bread,9072
19774,pork,9073
19775,soda,9073
19776,rolls/buns,9073
19777,brown bread,9073
19778,root vegetables,9074
19779,soda,9074
19780,berries,9075
19781,tropical fruit,9075
19782,bottled water,9076
19783,pork,9076
19784,salty snack,9076
19785,beverages,9077
19786,pastry,9077
19787,pip fruit,9078
19788,shopping bags,9078
19789,butter,9078
19790,pastry,9079
19791,pip fruit,9079
19792,other vegetables,9080
19793,meat,9080
19794,salty snack,9080
19795,soda,9081
19796,soda,9081
19797,yogurt,9082
19798,tropical fruit,9083
19799,whole milk,9083
19800,rolls/buns,9084
19801,butter milk,9084
19802,berries,9085
19803,other vegetables,9085
19804,citrus fruit,9086
19805,pastry,9086
19806,meat,9087
19807,white bread,9087
19808,canned beer,9088
19809,rolls/buns,9088
19810,UHT/milk,9089
19811,soda,9089
19812,frozen vegetables,9090
19813,frankfurter,9091
19814,other vegetables,9091
19815,canned beer,9092
19816,other vegetables,9092
19817,other vegetables,9093
19818,root vegetables,9093
19819,pastry,9093
19820,margarine,9093
19821,pastry,9094
19822,whipped/sour cream,9095
19823,sausage,9095
19824,root vegetables,9095
19825,soda,9095
19826,root vegetables,9096
19827,whole milk,9096
19828,soda,9097
19829,other vegetables,9097
19830,margarine,9098
19831,hygiene articles,9098
19832,yogurt,9099
19833,whole milk,9100
19834,bottled water,9100
19835,coffee,9100
19836,chicken,9101
19837,hygiene articles,9101
19838,sausage,9102
19839,whole milk,9102
19840,other vegetables,9103
19841,dessert,9103
19842,citrus fruit,9104
19843,butter,9104
19844,rolls/buns,9105
19845,sausage,9106
19846,pastry,9106
19847,white bread,9107
19848,canned beer,9108
19849,sugar,9108
19850,pastry,9109
19851,whole milk,9109
19852,tropical fruit,9110
19853,tropical fruit,9110
19854,whole milk,9110
19855,tropical fruit,9111
19856,pork,9111
19857,whole milk,9111
19858,other vegetables,9112
19859,dessert,9112
19860,pork,9113
19861,root vegetables,9113
19862,root vegetables,9113
19863,curd,9113
19864,cream cheese ,9113
19865,fruit/vegetable juice,9113
19866,domestic eggs,9114
19867,frozen vegetables,9114
19868,soda,9115
19869,white bread,9115
19870,chocolate,9115
19871,sugar,9115
19872,yogurt,9116
19873,soda,9116
19874,citrus fruit,9117
19875,other vegetables,9117
19876,dessert,9117
19877,bottled beer,9117
19878,rolls/buns,9118
19879,rolls/buns,9119
19880,bottled water,9119
19881,citrus fruit,9120
19882,tropical fruit,9120
19883,butter,9120
19884,ham,9120
19885,coffee,9121
19886,soda,9121
19887,shopping bags,9122
19888,cream cheese ,9122
19889,cream cheese ,9122
19890,berries,9123
19891,soda,9124
19892,pip fruit,9125
19893,rolls/buns,9125
19894,fruit/vegetable juice,9125
19895,pastry,9126
19896,shopping bags,9126
19897,pip fruit,9127
19898,bottled water,9127
19899,sausage,9128
19900,beverages,9128
19901,tropical fruit,9129
19902,yogurt,9129
19903,brown bread,9130
19904,margarine,9131
19905,chocolate,9131
19906,bottled water,9132
19907,soda,9132
19908,coffee,9133
19909,berries,9133
19910,chicken,9134
19911,frozen vegetables,9134
19912,butter milk,9135
19913,yogurt,9136
19914,napkins,9136
19915,fruit/vegetable juice,9137
19916,dessert,9137
19917,shopping bags,9138
19918,long life bakery product,9138
19919,sausage,9139
19920,other vegetables,9139
19921,tropical fruit,9140
19922,whipped/sour cream,9140
19923,misc. beverages,9141
19924,other vegetables,9142
19925,rolls/buns,9142
19926,rolls/buns,9142
19927,whole milk,9142
19928,newspapers,9142
19929,citrus fruit,9143
19930,shopping bags,9143
19931,pastry,9144
19932,citrus fruit,9144
19933,beef,9145
19934,pastry,9145
19935,candy,9145
19936,newspapers,9146
19937,sausage,9146
19938,pip fruit,9147
19939,citrus fruit,9147
19940,soda,9148
19941,beef,9148
19942,whipped/sour cream,9149
19943,yogurt,9149
19944,pastry,9150
19945,salty snack,9150
19946,canned beer,9151
19947,tropical fruit,9151
19948,butter,9152
19949,chicken,9153
19950,other vegetables,9153
19951,whole milk,9154
19952,whole milk,9154
19953,other vegetables,9155
19954,brown bread,9155
19955,hamburger meat,9156
19956,yogurt,9156
19957,frozen meals,9156
19958,soda,9156
19959,butter,9156
19960,soda,9157
19961,hard cheese,9157
19962,soda,9158
19963,bottled beer,9158
19964,frozen meals,9158
19965,root vegetables,9159
19966,shopping bags,9160
19967,sliced cheese,9161
19968,rolls/buns,9161
19969,rolls/buns,9161
19970,frankfurter,9162
19971,hygiene articles,9162
19972,rolls/buns,9162
19973,meat,9163
19974,pastry,9164
19975,citrus fruit,9165
19976,whole milk,9165
19977,chocolate,9165
19978,citrus fruit,9166
19979,hamburger meat,9166
19980,other vegetables,9166
19981,specialty chocolate,9166
19982,frankfurter,9167
19983,whipped/sour cream,9167
19984,pastry,9167
19985,misc. beverages,9167
19986,tropical fruit,9168
19987,shopping bags,9168
19988,whole milk,9169
19989,whole milk,9170
19990,whole milk,9170
19991,tropical fruit,9171
19992,rolls/buns,9172
19993,curd,9172
19994,newspapers,9173
19995,berries,9173
19996,root vegetables,9174
19997,newspapers,9175
19998,other vegetables,9176
19999,other vegetables,9176
20000,soda,9176
20001,fruit/vegetable juice,9177
20002,long life bakery product,9177
20003,whole milk,9178
20004,bottled beer,9179
20005,brown bread,9179
20006,whole milk,9179
20007,misc. beverages,9179
20008,root vegetables,9180
20009,other vegetables,9181
20010,yogurt,9181
20011,ice cream,9182
20012,pastry,9182
20013,frozen meals,9183
20014,rolls/buns,9183
20015,white bread,9184
20016,fruit/vegetable juice,9184
20017,bottled water,9185
20018,domestic eggs,9185
20019,yogurt,9185
20020,whipped/sour cream,9186
20021,white bread,9186
20022,meat,9187
20023,tropical fruit,9188
20024,bottled water,9188
20025,long life bakery product,9188
20026,canned beer,9189
20027,rolls/buns,9189
20028,pip fruit,9190
20029,long life bakery product,9191
20030,rolls/buns,9192
20031,pastry,9192
20032,frankfurter,9193
20033,soda,9193
20034,root vegetables,9194
20035,chocolate,9194
20036,root vegetables,9195
20037,misc. beverages,9195
20038,other vegetables,9195
20039,other vegetables,9196
20040,bottled water,9196
20041,beverages,9198
20042,citrus fruit,9199
20043,pork,9199
20044,root vegetables,9199
20045,curd,9199
20046,rolls/buns,9199
20047,candy,9199
20048,yogurt,9199
20049,sausage,9200
20050,whole milk,9200
20051,soda,9201
20052,beef,9201
20053,bottled beer,9201
20054,soda,9201
20055,yogurt,9202
20056,other vegetables,9202
20057,root vegetables,9203
20058,oil,9203
20059,soda,9203
20060,brown bread,9204
20061,domestic eggs,9204
20062,pastry,9205
20063,root vegetables,9205
20064,berries,9206
20065,hard cheese,9206
20066,frozen vegetables,9207
20067,chicken,9207
20068,citrus fruit,9208
20069,sliced cheese,9208
20070,sausage,9209
20071,tropical fruit,9210
20072,pip fruit,9211
20073,sausage,9211
20074,pip fruit,9211
20075,shopping bags,9211
20076,newspapers,9212
20077,frozen meals,9212
20078,pip fruit,9213
20079,specialty bar,9214
20080,candy,9214
20081,canned beer,9215
20082,rolls/buns,9215
20083,sausage,9216
20084,tropical fruit,9217
20085,white bread,9217
20086,UHT/milk,9218
20087,rolls/buns,9218
20088,whole milk,9219
20089,whole milk,9219
20090,cream cheese ,9220
20091,salty snack,9220
20092,beef,9221
20093,shopping bags,9221
20094,rolls/buns,9222
20095,misc. beverages,9222
20096,pork,9223
20097,napkins,9223
20098,rolls/buns,9224
20099,tropical fruit,9224
20100,candy,9225
20101,canned beer,9226
20102,citrus fruit,9226
20103,pip fruit,9227
20104,root vegetables,9227
20105,pip fruit,9227
20106,whole milk,9228
20107,whipped/sour cream,9228
20108,hamburger meat,9229
20109,yogurt,9229
20110,rolls/buns,9230
20111,domestic eggs,9230
20112,rolls/buns,9231
20113,rolls/buns,9232
20114,bottled water,9232
20115,whipped/sour cream,9233
20116,frozen vegetables,9233
20117,whole milk,9234
20118,onions,9234
20119,pip fruit,9235
20120,sugar,9235
20121,frankfurter,9236
20122,bottled beer,9236
20123,domestic eggs,9236
20124,rolls/buns,9237
20125,other vegetables,9237
20126,curd,9238
20127,specialty chocolate,9238
20128,whole milk,9239
20129,misc. beverages,9240
20130,tropical fruit,9240
20131,yogurt,9240
20132,specialty chocolate,9240
20133,tropical fruit,9241
20134,berries,9242
20135,other vegetables,9242
20136,yogurt,9243
20137,margarine,9243
20138,long life bakery product,9243
20139,coffee,9243
20140,canned beer,9244
20141,beverages,9244
20142,rolls/buns,9245
20143,whole milk,9245
20144,fruit/vegetable juice,9246
20145,root vegetables,9246
20146,ham,9247
20147,root vegetables,9247
20148,tropical fruit,9248
20149,newspapers,9249
20150,root vegetables,9250
20151,specialty bar,9250
20152,sausage,9251
20153,beef,9252
20154,candy,9252
20155,canned beer,9253
20156,canned beer,9253
20157,citrus fruit,9254
20158,pip fruit,9254
20159,soda,9255
20160,citrus fruit,9256
20161,fruit/vegetable juice,9256
20162,whole milk,9257
20163,soda,9257
20164,root vegetables,9258
20165,dessert,9258
20166,pastry,9259
20167,hygiene articles,9259
20168,canned beer,9260
20169,whole milk,9260
20170,pork,9260
20171,oil,9260
20172,whole milk,9261
20173,root vegetables,9261
20174,beef,9262
20175,candy,9262
20176,fruit/vegetable juice,9263
20177,sliced cheese,9264
20178,whole milk,9264
20179,oil,9264
20180,rolls/buns,9264
20181,domestic eggs,9265
20182,candy,9265
20183,hard cheese,9266
20184,yogurt,9266
20185,misc. beverages,9267
20186,candy,9267
20187,margarine,9268
20188,long life bakery product,9268
20189,rolls/buns,9269
20190,soda,9269
20191,tropical fruit,9270
20192,rolls/buns,9270
20193,brown bread,9271
20194,UHT/milk,9271
20195,beef,9271
20196,brown bread,9271
20197,rolls/buns,9271
20198,other vegetables,9272
20199,soda,9272
20200,brown bread,9272
20201,whole milk,9272
20202,yogurt,9272
20203,brown bread,9272
20204,pastry,9272
20205,pork,9273
20206,white bread,9273
20207,pip fruit,9274
20208,other vegetables,9274
20209,whole milk,9274
20210,whipped/sour cream,9274
20211,pork,9275
20212,pip fruit,9276
20213,root vegetables,9276
20214,butter,9277
20215,coffee,9278
20216,napkins,9278
20217,other vegetables,9279
20218,root vegetables,9279
20219,sausage,9280
20220,sugar,9280
20221,other vegetables,9281
20222,whole milk,9282
20223,UHT/milk,9282
20224,yogurt,9283
20225,napkins,9283
20226,berries,9284
20227,whole milk,9284
20228,canned beer,9285
20229,whole milk,9285
20230,soda,9285
20231,hard cheese,9286
20232,canned beer,9286
20233,curd,9287
20234,meat,9288
20235,tropical fruit,9288
20236,specialty chocolate,9289
20237,other vegetables,9289
20238,soda,9290
20239,soda,9290
20240,canned beer,9290
20241,tropical fruit,9290
20242,whole milk,9290
20243,bottled water,9290
20244,specialty bar,9290
20245,domestic eggs,9290
20246,pip fruit,9291
20247,misc. beverages,9291
20248,brown bread,9292
20249,pastry,9292
20250,bottled beer,9293
20251,whipped/sour cream,9293
20252,rolls/buns,9294
20253,UHT/milk,9294
20254,soda,9295
20255,salty snack,9295
20256,whole milk,9296
20257,cream cheese ,9296
20258,coffee,9297
20259,soda,9297
20260,UHT/milk,9298
20261,shopping bags,9298
20262,other vegetables,9299
20263,fruit/vegetable juice,9299
20264,canned beer,9300
20265,pip fruit,9300
20266,frankfurter,9301
20267,other vegetables,9301
20268,pip fruit,9302
20269,root vegetables,9302
20270,frozen meals,9302
20271,hamburger meat,9302
20272,sugar,9302
20273,soda,9302
20274,frozen meals,9303
20275,pip fruit,9303
20276,root vegetables,9304
20277,root vegetables,9304
20278,whipped/sour cream,9304
20279,soda,9304
20280,beverages,9306
20281,domestic eggs,9306
20282,soda,9308
20283,other vegetables,9308
20284,white bread,9308
20285,coffee,9309
20286,UHT/milk,9309
20287,candy,9310
20288,cream cheese ,9310
20289,brown bread,9310
20290,soda,9310
20291,root vegetables,9311
20292,UHT/milk,9311
20293,whole milk,9312
20294,pip fruit,9312
20295,frozen vegetables,9312
20296,soda,9312
20297,other vegetables,9313
20298,root vegetables,9314
20299,tropical fruit,9315
20300,newspapers,9315
20301,specialty chocolate,9315
20302,margarine,9315
20303,other vegetables,9316
20304,pastry,9316
20305,root vegetables,9317
20306,frozen meals,9317
20307,root vegetables,9318
20308,pastry,9318
20309,shopping bags,9319
20310,whole milk,9320
20311,hygiene articles,9320
20312,root vegetables,9321
20313,waffles,9321
20314,dessert,9322
20315,curd,9322
20316,citrus fruit,9323
20317,citrus fruit,9324
20318,newspapers,9324
20319,candy,9324
20320,beef,9325
20321,bottled water,9325
20322,waffles,9326
20323,bottled water,9326
20324,soda,9327
20325,pip fruit,9327
20326,hygiene articles,9327
20327,oil,9327
20328,beef,9328
20329,citrus fruit,9328
20330,tropical fruit,9328
20331,coffee,9328
20332,fruit/vegetable juice,9328
20333,specialty chocolate,9328
20334,frankfurter,9329
20335,whole milk,9329
20336,whole milk,9330
20337,bottled beer,9330
20338,napkins,9331
20339,specialty chocolate,9332
20340,other vegetables,9333
20341,frankfurter,9334
20342,bottled water,9334
20343,hamburger meat,9335
20344,citrus fruit,9335
20345,soda,9336
20346,newspapers,9336
20347,rolls/buns,9337
20348,other vegetables,9338
20349,butter milk,9338
20350,onions,9339
20351,waffles,9339
20352,bottled beer,9339
20353,frankfurter,9340
20354,coffee,9340
20355,meat,9341
20356,butter,9341
20357,soda,9342
20358,frozen meals,9342
20359,root vegetables,9343
20360,pastry,9343
20361,canned beer,9344
20362,rolls/buns,9344
20363,sliced cheese,9345
20364,pip fruit,9346
20365,root vegetables,9346
20366,onions,9347
20367,brown bread,9347
20368,canned beer,9347
20369,long life bakery product,9348
20370,whipped/sour cream,9348
20371,bottled beer,9348
20372,whipped/sour cream,9349
20373,dessert,9350
20374,rolls/buns,9350
20375,curd,9351
20376,brown bread,9351
20377,frankfurter,9352
20378,pip fruit,9352
20379,meat,9352
20380,coffee,9352
20381,other vegetables,9352
20382,shopping bags,9352
20383,brown bread,9352
20384,curd,9352
20385,whole milk,9353
20386,hard cheese,9353
20387,butter,9355
20388,margarine,9355
20389,hard cheese,9356
20390,domestic eggs,9356
20391,yogurt,9357
20392,domestic eggs,9357
20393,specialty bar,9358
20394,brown bread,9358
20395,other vegetables,9359
20396,whole milk,9360
20397,whole milk,9360
20398,whole milk,9360
20399,domestic eggs,9360
20400,candy,9361
20401,ham,9362
20402,brown bread,9362
20403,sausage,9363
20404,pastry,9363
20405,fruit/vegetable juice,9363
20406,dessert,9363
20407,beef,9364
20408,pastry,9364
20409,bottled water,9365
20410,other vegetables,9365
20411,root vegetables,9365
20412,rolls/buns,9365
20413,soda,9365
20414,sugar,9365
20415,hamburger meat,9366
20416,citrus fruit,9366
20417,whole milk,9366
20418,specialty bar,9366
20419,sausage,9367
20420,hamburger meat,9367
20421,other vegetables,9367
20422,sliced cheese,9368
20423,other vegetables,9369
20424,canned beer,9369
20425,shopping bags,9369
20426,newspapers,9370
20427,other vegetables,9370
20428,whole milk,9371
20429,newspapers,9371
20430,yogurt,9372
20431,rolls/buns,9372
20432,yogurt,9373
20433,whole milk,9373
20434,butter milk,9374
20435,other vegetables,9374
20436,soda,9375
20437,yogurt,9375
20438,tropical fruit,9376
20439,meat,9377
20440,beef,9377
20441,whole milk,9377
20442,other vegetables,9377
20443,grapes,9377
20444,whipped/sour cream,9377
20445,coffee,9377
20446,whole milk,9377
20447,brown bread,9378
20448,domestic eggs,9378
20449,pastry,9379
20450,brown bread,9379
20451,whole milk,9380
20452,chocolate,9380
20453,root vegetables,9381
20454,other vegetables,9381
20455,bottled water,9382
20456,other vegetables,9382
20457,rolls/buns,9383
20458,rolls/buns,9383
20459,newspapers,9384
20460,salty snack,9384
20461,pastry,9384
20462,frozen meals,9385
20463,margarine,9385
20464,hygiene articles,9386
20465,dessert,9386
20466,berries,9387
20467,whole milk,9387
20468,citrus fruit,9388
20469,whipped/sour cream,9388
20470,sliced cheese,9389
20471,newspapers,9389
20472,frozen vegetables,9389
20473,tropical fruit,9390
20474,soda,9390
20475,frankfurter,9391
20476,canned beer,9391
20477,citrus fruit,9391
20478,frozen vegetables,9391
20479,chicken,9391
20480,oil,9391
20481,soda,9391
20482,whole milk,9392
20483,yogurt,9392
20484,beef,9393
20485,coffee,9393
20486,domestic eggs,9394
20487,sausage,9395
20488,other vegetables,9395
20489,onions,9396
20490,canned beer,9397
20491,long life bakery product,9397
20492,candy,9397
20493,shopping bags,9398
20494,dessert,9398
20495,canned beer,9399
20496,pip fruit,9399
20497,frozen vegetables,9399
20498,dessert,9399
20499,soda,9400
20500,salty snack,9400
20501,pastry,9401
20502,whole milk,9401
20503,sausage,9401
20504,soda,9401
20505,soda,9401
20506,sliced cheese,9401
20507,domestic eggs,9401
20508,sausage,9402
20509,rolls/buns,9402
20510,curd,9403
20511,pip fruit,9404
20512,pork,9404
20513,canned beer,9405
20514,beverages,9405
20515,fruit/vegetable juice,9406
20516,other vegetables,9406
20517,pastry,9407
20518,bottled water,9407
20519,yogurt,9408
20520,root vegetables,9408
20521,pastry,9409
20522,frozen meals,9410
20523,soda,9410
20524,shopping bags,9411
20525,specialty chocolate,9411
20526,napkins,9412
20527,rolls/buns,9412
20528,whole milk,9413
20529,candy,9414
20530,pastry,9414
20531,napkins,9414
20532,berries,9416
20533,butter,9416
20534,sausage,9417
20535,white bread,9417
20536,canned beer,9417
20537,brown bread,9417
20538,whole milk,9418
20539,meat,9419
20540,pip fruit,9419
20541,other vegetables,9420
20542,butter,9420
20543,hamburger meat,9421
20544,other vegetables,9421
20545,citrus fruit,9422
20546,beef,9423
20547,yogurt,9423
20548,sausage,9424
20549,pastry,9424
20550,soda,9425
20551,beverages,9425
20552,fruit/vegetable juice,9425
20553,pip fruit,9426
20554,specialty chocolate,9426
20555,soda,9426
20556,whole milk,9427
20557,rolls/buns,9427
20558,beef,9428
20559,pastry,9428
20560,specialty chocolate,9428
20561,pip fruit,9429
20562,rolls/buns,9429
20563,whole milk,9429
20564,whole milk,9430
20565,oil,9430
20566,frozen vegetables,9431
20567,sausage,9432
20568,coffee,9432
20569,cream cheese ,9433
20570,cream cheese ,9433
20571,brown bread,9434
20572,curd,9434
20573,citrus fruit,9435
20574,yogurt,9435
20575,coffee,9436
20576,bottled water,9436
20577,waffles,9437
20578,yogurt,9437
20579,citrus fruit,9438
20580,other vegetables,9438
20581,yogurt,9439
20582,white bread,9440
20583,whipped/sour cream,9440
20584,pastry,9440
20585,yogurt,9441
20586,tropical fruit,9441
20587,bottled beer,9442
20588,soda,9443
20589,root vegetables,9444
20590,bottled beer,9444
20591,fruit/vegetable juice,9445
20592,pip fruit,9446
20593,whole milk,9446
20594,bottled water,9446
20595,cream cheese ,9447
20596,salty snack,9448
20597,bottled water,9448
20598,rolls/buns,9449
20599,chicken,9450
20600,other vegetables,9451
20601,sugar,9451
20602,whole milk,9452
20603,beef,9452
20604,whole milk,9453
20605,rolls/buns,9453
20606,shopping bags,9453
20607,frankfurter,9454
20608,beef,9454
20609,meat,9454
20610,waffles,9454
20611,whole milk,9454
20612,curd,9454
20613,white bread,9454
20614,frozen meals,9454
20615,sugar,9454
20616,rolls/buns,9455
20617,canned beer,9456
20618,whole milk,9456
20619,tropical fruit,9457
20620,fruit/vegetable juice,9457
20621,citrus fruit,9458
20622,brown bread,9458
20623,pastry,9458
20624,dessert,9459
20625,whole milk,9459
20626,canned beer,9461
20627,chocolate,9461
20628,whole milk,9462
20629,hard cheese,9462
20630,newspapers,9463
20631,bottled water,9464
20632,whipped/sour cream,9464
20633,berries,9464
20634,whole milk,9464
20635,butter,9465
20636,berries,9465
20637,canned beer,9466
20638,curd,9466
20639,frankfurter,9467
20640,whipped/sour cream,9467
20641,bottled beer,9468
20642,bottled beer,9468
20643,tropical fruit,9469
20644,whole milk,9470
20645,other vegetables,9470
20646,rolls/buns,9470
20647,rolls/buns,9471
20648,pastry,9471
20649,butter,9471
20650,other vegetables,9471
20651,whole milk,9471
20652,chocolate,9471
20653,hard cheese,9471
20654,butter,9471
20655,tropical fruit,9472
20656,bottled beer,9472
20657,other vegetables,9472
20658,meat,9472
20659,bottled water,9473
20660,soda,9473
20661,domestic eggs,9473
20662,whole milk,9473
20663,other vegetables,9474
20664,whipped/sour cream,9474
20665,whole milk,9475
20666,rolls/buns,9475
20667,pork,9476
20668,tropical fruit,9477
20669,yogurt,9477
20670,other vegetables,9478
20671,shopping bags,9478
20672,pastry,9479
20673,whole milk,9479
20674,dessert,9480
20675,frozen meals,9481
20676,newspapers,9482
20677,other vegetables,9482
20678,yogurt,9482
20679,canned beer,9483
20680,other vegetables,9483
20681,salty snack,9483
20682,beef,9484
20683,misc. beverages,9484
20684,brown bread,9485
20685,tropical fruit,9485
20686,rolls/buns,9485
20687,yogurt,9486
20688,bottled beer,9486
20689,whole milk,9487
20690,whole milk,9487
20691,berries,9488
20692,sugar,9488
20693,salty snack,9489
20694,yogurt,9489
20695,whole milk,9490
20696,butter,9490
20697,soda,9490
20698,fruit/vegetable juice,9490
20699,ice cream,9491
20700,waffles,9491
20701,tropical fruit,9492
20702,beverages,9492
20703,root vegetables,9493
20704,canned beer,9493
20705,pork,9494
20706,pastry,9494
20707,other vegetables,9495
20708,rolls/buns,9496
20709,canned beer,9496
20710,tropical fruit,9496
20711,margarine,9496
20712,butter,9497
20713,long life bakery product,9497
20714,candy,9498
20715,frozen meals,9498
20716,yogurt,9499
20717,pip fruit,9500
20718,waffles,9500
20719,domestic eggs,9501
20720,ham,9501
20721,coffee,9502
20722,other vegetables,9502
20723,salty snack,9503
20724,white bread,9504
20725,beef,9505
20726,meat,9505
20727,citrus fruit,9506
20728,root vegetables,9506
20729,onions,9507
20730,frozen vegetables,9507
20731,curd,9507
20732,pork,9508
20733,margarine,9508
20734,curd,9509
20735,brown bread,9509
20736,butter milk,9510
20737,whipped/sour cream,9510
20738,hamburger meat,9511
20739,root vegetables,9511
20740,shopping bags,9511
20741,yogurt,9512
20742,brown bread,9512
20743,frankfurter,9513
20744,bottled water,9513
20745,ham,9514
20746,meat,9515
20747,meat,9515
20748,whole milk,9515
20749,yogurt,9516
20750,citrus fruit,9517
20751,ham,9517
20752,rolls/buns,9517
20753,specialty chocolate,9517
20754,frankfurter,9518
20755,pip fruit,9518
20756,whole milk,9518
20757,other vegetables,9518
20758,salty snack,9518
20759,whipped/sour cream,9518
20760,whole milk,9519
20761,soda,9519
20762,brown bread,9519
20763,soda,9520
20764,chocolate,9520
20765,whole milk,9521
20766,pastry,9521
20767,napkins,9521
20768,pastry,9522
20769,shopping bags,9522
20770,rolls/buns,9523
20771,other vegetables,9523
20772,root vegetables,9525
20773,citrus fruit,9526
20774,beef,9526
20775,berries,9527
20776,whole milk,9527
20777,canned beer,9530
20778,bottled beer,9530
20779,chocolate,9530
20780,bottled water,9531
20781,other vegetables,9531
20782,coffee,9531
20783,soda,9531
20784,ice cream,9532
20785,frankfurter,9533
20786,brown bread,9533
20787,citrus fruit,9534
20788,ice cream,9534
20789,other vegetables,9535
20790,whole milk,9535
20791,ham,9536
20792,sausage,9537
20793,whole milk,9537
20794,soda,9537
20795,canned beer,9537
20796,hygiene articles,9537
20797,butter,9538
20798,newspapers,9538
20799,tropical fruit,9539
20800,salty snack,9539
20801,pork,9540
20802,ice cream,9540
20803,shopping bags,9540
20804,rolls/buns,9540
20805,bottled beer,9541
20806,ice cream,9541
20807,newspapers,9542
20808,candy,9542
20809,whole milk,9543
20810,root vegetables,9544
20811,whipped/sour cream,9544
20812,pip fruit,9545
20813,bottled water,9545
20814,brown bread,9546
20815,frozen vegetables,9546
20816,newspapers,9547
20817,grapes,9547
20818,onions,9547
20819,coffee,9547
20820,chocolate,9548
20821,curd,9548
20822,shopping bags,9548
20823,sausage,9549
20824,pork,9549
20825,other vegetables,9550
20826,hygiene articles,9550
20827,tropical fruit,9551
20828,yogurt,9551
20829,pip fruit,9552
20830,napkins,9552
20831,dessert,9553
20832,meat,9553
20833,beverages,9554
20834,soda,9554
20835,bottled beer,9555
20836,newspapers,9555
20837,other vegetables,9556
20838,bottled beer,9556
20839,sausage,9557
20840,yogurt,9557
20841,frankfurter,9559
20842,bottled water,9559
20843,beef,9560
20844,butter,9560
20845,UHT/milk,9561
20846,other vegetables,9561
20847,other vegetables,9561
20848,bottled water,9561
20849,soda,9562
20850,soda,9562
20851,other vegetables,9563
20852,oil,9563
20853,curd,9564
20854,coffee,9565
20855,beef,9566
20856,rolls/buns,9567
20857,hygiene articles,9567
20858,chicken,9568
20859,tropical fruit,9568
20860,citrus fruit,9568
20861,yogurt,9568
20862,pastry,9569
20863,other vegetables,9569
20864,specialty chocolate,9570
20865,rolls/buns,9570
20866,pork,9571
20867,specialty chocolate,9571
20868,meat,9572
20869,root vegetables,9572
20870,sliced cheese,9572
20871,chocolate,9573
20872,bottled water,9574
20873,butter,9574
20874,yogurt,9575
20875,frozen meals,9575
20876,canned beer,9576
20877,yogurt,9576
20878,pip fruit,9577
20879,sliced cheese,9577
20880,fruit/vegetable juice,9577
20881,canned beer,9578
20882,margarine,9578
20883,white bread,9578
20884,tropical fruit,9579
20885,domestic eggs,9579
20886,UHT/milk,9580
20887,domestic eggs,9580
20888,pork,9581
20889,butter,9582
20890,whole milk,9583
20891,butter,9583
20892,butter milk,9584
20893,soda,9584
20894,bottled water,9585
20895,whole milk,9586
20896,sugar,9586
20897,meat,9588
20898,newspapers,9588
20899,sugar,9589
20900,fruit/vegetable juice,9589
20901,white bread,9590
20902,rolls/buns,9590
20903,whipped/sour cream,9590
20904,oil,9591
20905,shopping bags,9591
20906,sausage,9592
20907,whole milk,9592
20908,root vegetables,9592
20909,citrus fruit,9592
20910,beef,9593
20911,butter,9593
20912,yogurt,9593
20913,sausage,9594
