,itemDescription,InvoiceNum
16958,processed cheese,6521
16959,pastry,6522
16960,long life bakery product,6522
16961,frankfurter,6523
16962,citrus fruit,6523
16963,specialty chocolate,6523
16964,misc. beverages,6524
16965,onions,6524
16966,domestic eggs,6525
16967,rolls/buns,6525
16968,waffles,6526
16969,sparkling wine,6526
16970,other vegetables,6527
16971,whole milk,6527
16972,pork,6527
16973,onions,6527
16974,frozen meals,6528
16975,dental care,6528
16976,root vegetables,6529
16977,sliced cheese,6529
16978,shopping bags,6529
16979,sliced cheese,6529
16980,rolls/buns,6530
16981,female sanitary products,6530
16982,tropical fruit,6531
16983,brown bread,6531
16984,soda,6532
16985,bottled water,6532
16986,sausage,6533
16987,berries,6533
16988,whole milk,6534
16989,butter,6534
16990,nuts/prunes,6535
16991,cream cheese ,6535
16992,bottled beer,6536
16993,bottled water,6536
16994,whipped/sour cream,6536
16995,sugar,6536
16996,whole milk,6537
16997,ice cream,6537
16998,detergent,6537
16999,rolls/buns,6537
17000,liver loaf,6538
17001,pip fruit,6538
17002,fruit/vegetable juice,6538
17003,curd,6538
17004,soda,6539
17005,margarine,6539
17006,beef,6540
17007,fruit/vegetable juice,6540
17008,whole milk,6540
17009,rolls/buns,6541
17010,fruit/vegetable juice,6541
17011,whole milk,6542
17012,whole milk,6542
17013,napkins,6543
17014,other vegetables,6543
17015,whole milk,6544
17016,frozen vegetables,6544
17017,soda,6544
17018,chocolate,6544
17019,salty snack,6545
17020,chocolate,6545
17021,fruit/vegetable juice,6546
17022,rolls/buns,6546
17023,red/blush wine,6547
17024,canned fish,6547
17025,hamburger meat,6548
17026,curd,6548
17027,sausage,6549
17028,rolls/buns,6549
17029,misc. beverages,6549
17030,processed cheese,6549
17031,sausage,6550
17032,white bread,6550
17033,citrus fruit,6551
17034,whipped/sour cream,6551
17035,onions,6551
17036,other vegetables,6551
17037,butter,6551
17038,beef,6552
17039,condensed milk,6552
17040,specialty chocolate,6552
17041,rolls/buns,6553
17042,cream cheese ,6553
17043,other vegetables,6554
17044,curd,6554
17045,frozen meals,6555
17046,soda,6555
17047,hamburger meat,6556
17048,sausage,6556
17049,grapes,6556
17050,soda,6556
17051,pip fruit,6557
17052,other vegetables,6557
17053,UHT/milk,6558
17054,flour,6558
17055,soft cheese,6559
17056,long life bakery product,6559
17057,napkins,6560
17058,dishes,6560
17059,whole milk,6561
17060,yogurt,6561
17061,yogurt,6562
17062,rolls/buns,6562
17063,whole milk,6563
17064,domestic eggs,6563
17065,rolls/buns,6563
17066,long life bakery product,6563
17067,citrus fruit,6564
17068,other vegetables,6564
17069,sausage,6565
17070,fish,6565
17071,frankfurter,6566
17072,tropical fruit,6566
17073,other vegetables,6567
17074,newspapers,6567
17075,soda,6567
17076,other vegetables,6568
17077,soda,6568
17078,long life bakery product,6569
17079,whipped/sour cream,6569
17080,bottled beer,6570
17081,long life bakery product,6570
17082,vinegar,6570
17083,pot plants,6570
17084,bottled water,6571
17085,frozen potato products,6571
17086,chocolate,6572
17087,whipped/sour cream,6572
17088,brown bread,6572
17089,pork,6573
17090,semi/finished bread,6573
17091,brown bread,6574
17092,margarine,6574
17093,frozen vegetables,6575
17094,rice,6575
17095,citrus fruit,6576
17096,rolls/buns,6576
17097,other vegetables,6577
17098,shopping bags,6577
17099,frozen vegetables,6577
17100,shopping bags,6577
17101,decalcifier,6578
17102,whole milk,6578
17103,dessert,6579
17104,beef,6579
17105,whole milk,6580
17106,specialty bar,6580
17107,newspapers,6580
17108,pastry,6581
17109,red/blush wine,6581
17110,pork,6582
17111,yogurt,6582
17112,yogurt,6582
17113,canned fish,6582
17114,root vegetables,6583
17115,rolls/buns,6583
17116,rolls/buns,6584
17117,whipped/sour cream,6584
17118,shopping bags,6585
17119,canned beer,6585
17120,whipped/sour cream,6586
17121,yogurt,6586
17122,candy,6586
17123,margarine,6587
17124,domestic eggs,6587
17125,other vegetables,6588
17126,curd,6588
17127,beverages,6589
17128,bottled water,6589
17129,UHT/milk,6590
17130,tropical fruit,6590
17131,tropical fruit,6591
17132,yogurt,6591
17133,herbs,6592
17134,grapes,6592
17135,whipped/sour cream,6592
17136,beverages,6593
17137,fruit/vegetable juice,6593
17138,butter,6594
17139,tropical fruit,6594
17140,beef,6595
17141,waffles,6595
17142,domestic eggs,6595
17143,candy,6596
17144,yogurt,6596
17145,pork,6597
17146,long life bakery product,6597
17147,citrus fruit,6598
17148,oil,6598
17149,whole milk,6598
17150,candles,6599
17151,coffee,6599
17152,root vegetables,6600
17153,sausage,6600
17154,root vegetables,6600
17155,other vegetables,6600
17156,long life bakery product,6600
17157,pastry,6601
17158,baking powder,6601
17159,tropical fruit,6602
17160,meat,6602
17161,pip fruit,6602
17162,salt,6602
17163,pot plants,6602
17164,sparkling wine,6603
17165,canned beer,6603
17166,bottled water,6604
17167,frozen dessert,6604
17168,root vegetables,6604
17169,pork,6605
17170,rolls/buns,6605
17171,roll products ,6605
17172,flower soil/fertilizer,6606
17173,rolls/buns,6606
17174,beef,6607
17175,misc. beverages,6607
17176,yogurt,6608
17177,coffee,6608
17178,coffee,6608
17179,soda,6609
17180,pip fruit,6609
17181,long life bakery product,6610
17182,napkins,6610
17183,coffee,6611
17184,rolls/buns,6611
17185,vinegar,6611
17186,frankfurter,6612
17187,sausage,6612
17188,whipped/sour cream,6613
17189,cat food,6613
17190,pet care,6614
17191,shopping bags,6614
17192,frozen meals,6615
17193,pastry,6615
17194,rolls/buns,6616
17195,specialty bar,6616
17196,bottled water,6617
17197,napkins,6617
17198,pastry,6617
17199,tropical fruit,6618
17200,soft cheese,6618
17201,shopping bags,6618
17202,soda,6619
17203,red/blush wine,6619
17204,female sanitary products,6620
17205,margarine,6620
17206,other vegetables,6621
17207,shopping bags,6621
17208,whole milk,6622
17209,domestic eggs,6622
17210,yogurt,6623
17211,soda,6623
17212,dessert,6623
17213,pip fruit,6624
17214,grapes,6624
17215,pork,6625
17216,sausage,6625
17217,whole milk,6625
17218,frozen vegetables,6625
17219,tropical fruit,6626
17220,chicken,6626
17221,beverages,6627
17222,condensed milk,6627
17223,pastry,6628
17224,misc. beverages,6628
17225,specialty cheese,6629
17226,butter,6629
17227,chocolate,6630
17228,herbs,6630
17229,whole milk,6631
17230,whole milk,6631
17231,chocolate,6632
17232,soda,6632
17233,pastry,6633
17234,whole milk,6633
17235,soda,6633
17236,Instant food products,6633
17237,domestic eggs,6634
17238,bottled beer,6634
17239,soda,6635
17240,shopping bags,6635
17241,yogurt,6636
17242,pip fruit,6636
17243,grapes,6637
17244,soda,6637
17245,other vegetables,6637
17246,whole milk,6638
17247,rolls/buns,6638
17248,ice cream,6639
17249,cream cheese ,6639
17250,whole milk,6640
17251,whole milk,6640
17252,whole milk,6640
17253,yogurt,6640
17254,root vegetables,6640
17255,white bread,6640
17256,shopping bags,6640
17257,other vegetables,6640
17258,red/blush wine,6641
17259,whipped/sour cream,6641
17260,specialty cheese,6641
17261,abrasive cleaner,6641
17262,dessert,6642
17263,napkins,6642
17264,meat,6643
17265,sausage,6643
17266,cake bar,6643
17267,root vegetables,6643
17268,liver loaf,6644
17269,herbs,6644
17270,liquor,6645
17271,other vegetables,6645
17272,whole milk,6645
17273,other vegetables,6645
17274,newspapers,6646
17275,whole milk,6646
17276,chicken,6647
17277,whipped/sour cream,6647
17278,whole milk,6648
17279,sliced cheese,6648
17280,soda,6649
17281,other vegetables,6649
17282,bottled beer,6650
17283,cream cheese ,6650
17284,chocolate,6650
17285,rolls/buns,6651
17286,yogurt,6651
17287,cream cheese ,6652
17288,tropical fruit,6652
17289,bottled water,6652
17290,soda,6652
17291,specialty bar,6652
17292,rolls/buns,6653
17293,other vegetables,6653
17294,sugar,6654
17295,spread cheese,6654
17296,citrus fruit,6655
17297,cream cheese ,6655
17298,berries,6656
17299,coffee,6656
17300,margarine,6656
17301,tropical fruit,6657
17302,margarine,6657
17303,frankfurter,6658
17304,dog food,6658
17305,misc. beverages,6659
17306,cling film/bags,6659
17307,whole milk,6660
17308,whipped/sour cream,6660
17309,domestic eggs,6660
17310,house keeping products,6660
17311,frozen meals,6661
17312,beef,6661
17313,shopping bags,6662
17314,whole milk,6662
17315,semi/finished bread,6663
17316,whole milk,6663
17317,tropical fruit,6664
17318,pork,6664
17319,chicken,6665
17320,chocolate,6665
17321,semi/finished bread,6666
17322,brown bread,6666
17323,soda,6666
17324,sausage,6667
17325,butter,6667
17326,other vegetables,6668
17327,specialty chocolate,6668
17328,brown bread,6669
17329,sausage,6669
17330,rolls/buns,6669
17331,bottled water,6669
17332,rolls/buns,6670
17333,specialty bar,6670
17334,specialty chocolate,6671
17335,citrus fruit,6671
17336,UHT/milk,6671
17337,frozen meals,6671
17338,soda,6672
17339,rolls/buns,6672
17340,chocolate,6673
17341,long life bakery product,6673
17342,margarine,6674
17343,sugar,6674
17344,rolls/buns,6675
17345,salty snack,6675
17346,butter,6676
17347,onions,6676
17348,butter milk,6676
17349,dessert,6677
17350,domestic eggs,6677
17351,dessert,6678
17352,pickled vegetables,6678
17353,salty snack,6679
17354,curd,6679
17355,pork,6680
17356,bottled beer,6680
17357,butter,6680
17358,white bread,6681
17359,citrus fruit,6681
17360,sugar,6681
17361,tropical fruit,6682
17362,grapes,6682
17363,pastry,6683
17364,curd,6683
17365,butter,6683
17366,curd,6683
17367,whipped/sour cream,6683
17368,flour,6684
17369,bottled water,6684
17370,whole milk,6685
17371,fish,6685
17372,other vegetables,6685
17373,soda,6685
17374,yogurt,6686
17375,bottled beer,6686
17376,semi/finished bread,6687
17377,berries,6687
17378,cereals,6688
17379,sausage,6688
17380,tropical fruit,6688
17381,other vegetables,6688
17382,yogurt,6689
17383,other vegetables,6689
17384,other vegetables,6690
17385,photo/film,6690
17386,mayonnaise,6691
17387,brown bread,6691
17388,canned beer,6692
17389,root vegetables,6692
17390,pastry,6693
17391,bottled beer,6693
17392,condensed milk,6694
17393,frankfurter,6694
17394,berries,6694
17395,whole milk,6694
17396,liver loaf,6694
17397,sliced cheese,6694
17398,domestic eggs,6694
17399,rolls/buns,6694
17400,frozen fish,6694
17401,whole milk,6695
17402,specialty chocolate,6695
17403,whole milk,6696
17404,curd,6696
17405,liquor,6697
17406,brandy,6697
17407,chicken,6698
17408,whole milk,6698
17409,canned beer,6698
17410,ham,6699
17411,whole milk,6699
17412,yogurt,6700
17413,fruit/vegetable juice,6700
17414,sausage,6701
17415,bottled beer,6701
17416,photo/film,6701
17417,margarine,6701
17418,whipped/sour cream,6701
17419,rolls/buns,6702
17420,canned beer,6702
17421,citrus fruit,6703
17422,white bread,6703
17423,beef,6704
17424,cat food,6704
17425,root vegetables,6705
17426,snack products,6705
17427,whole milk,6706
17428,soda,6706
17429,soda,6706
17430,fruit/vegetable juice,6706
17431,whipped/sour cream,6707
17432,oil,6707
17433,other vegetables,6708
17434,pork,6708
17435,rolls/buns,6708
17436,rolls/buns,6708
17437,other vegetables,6709
17438,soda,6709
17439,curd,6710
17440,dessert,6710
17441,rolls/buns,6711
17442,cling film/bags,6711
17443,rolls/buns,6712
17444,other vegetables,6712
17445,soda,6712
17446,chicken,6713
17447,coffee,6713
17448,chicken,6714
17449,bottled beer,6714
17450,rolls/buns,6715
17451,margarine,6715
17452,frankfurter,6716
17453,pastry,6716
17454,rolls/buns,6717
17455,bottled water,6717
17456,sugar,6718
17457,fruit/vegetable juice,6718
17458,citrus fruit,6719
17459,pickled vegetables,6719
17460,whole milk,6720
17461,hamburger meat,6720
17462,detergent,6720
17463,pickled vegetables,6720
17464,butter,6721
17465,baking powder,6721
17466,brown bread,6721
17467,other vegetables,6722
17468,cat food,6722
17469,sausage,6723
17470,yogurt,6723
17471,chocolate,6724
17472,pickled vegetables,6724
17473,bottled water,6724
17474,canned fish,6725
17475,butter,6725
17476,pot plants,6725
17477,dessert,6726
17478,other vegetables,6726
17479,pip fruit,6727
17480,beverages,6727
17481,margarine,6727
17482,soda,6727
17483,citrus fruit,6728
17484,sauces,6728
17485,long life bakery product,6728
17486,sugar,6729
17487,brown bread,6729
17488,other vegetables,6730
17489,frozen fish,6730
17490,dessert,6731
17491,bottled water,6731
17492,whole milk,6732
17493,other vegetables,6732
17494,sausage,6733
17495,margarine,6733
17496,root vegetables,6734
17497,whole milk,6734
17498,whole milk,6735
17499,condensed milk,6735
17500,whole milk,6736
17501,frozen vegetables,6736
17502,chocolate,6737
17503,white wine,6737
17504,whole milk,6738
17505,canned beer,6738
17506,tropical fruit,6739
17507,canned beer,6739
17508,shopping bags,6740
17509,rubbing alcohol,6740
17510,rolls/buns,6741
17511,curd,6741
17512,butter milk,6742
17513,margarine,6742
17514,coffee,6743
17515,yogurt,6743
17516,oil,6743
17517,rolls/buns,6744
17518,brown bread,6744
17519,canned beer,6745
17520,other vegetables,6745
17521,other vegetables,6746
17522,canned vegetables,6746
17523,canned beer,6746
17524,fruit/vegetable juice,6747
17525,white wine,6747
17526,dessert,6748
17527,pickled vegetables,6748
17528,cat food,6748
17529,rolls/buns,6749
17530,canned beer,6749
17531,coffee,6750
17532,packaged fruit/vegetables,6750
17533,bottled water,6750
17534,pastry,6750
17535,curd,6751
17536,ice cream,6751
17537,onions,6752
17538,curd,6752
17539,bottled water,6753
17540,red/blush wine,6753
17541,onions,6753
17542,brown bread,6753
17543,whipped/sour cream,6754
17544,canned beer,6754
17545,newspapers,6755
17546,long life bakery product,6755
17547,herbs,6756
17548,newspapers,6756
17549,newspapers,6756
17550,rolls/buns,6756
17551,tropical fruit,6757
17552,whole milk,6757
17553,sweet spreads,6757
17554,UHT/milk,6758
17555,bottled water,6758
17556,whole milk,6759
17557,beverages,6759
17558,cereals,6760
17559,rolls/buns,6760
17560,root vegetables,6761
17561,canned beer,6761
17562,other vegetables,6762
17563,white bread,6762
17564,bottled beer,6763
17565,berries,6763
17566,whole milk,6764
17567,pork,6764
17568,other vegetables,6764
17569,domestic eggs,6764
17570,sausage,6765
17571,frozen meals,6765
17572,root vegetables,6766
17573,frozen meals,6766
17574,salty snack,6766
17575,butter milk,6767
17576,meat,6767
17577,curd,6767
17578,soda,6767
17579,long life bakery product,6767
17580,sausage,6768
17581,citrus fruit,6768
17582,root vegetables,6769
17583,butter,6769
17584,frankfurter,6770
17585,pip fruit,6770
17586,whipped/sour cream,6770
17587,beef,6771
17588,hygiene articles,6771
17589,oil,6772
17590,butter milk,6772
17591,cling film/bags,6772
17592,pastry,6772
17593,waffles,6773
17594,yogurt,6773
17595,butter milk,6774
17596,frozen vegetables,6774
17597,chocolate,6775
17598,frozen meals,6775
17599,tropical fruit,6776
17600,chicken,6776
17601,beef,6776
17602,pasta,6776
17603,onions,6776
17604,long life bakery product,6776
17605,whole milk,6776
17606,jam,6776
17607,whipped/sour cream,6777
17608,whipped/sour cream,6777
17609,brown bread,6778
17610,whipped/sour cream,6778
17611,whole milk,6779
17612,sausage,6779
17613,whole milk,6779
17614,yogurt,6779
17615,cake bar,6779
17616,female sanitary products,6779
17617,soda,6779
17618,coffee,6780
17619,tidbits,6780
17620,pip fruit,6781
17621,yogurt,6781
17622,tropical fruit,6782
17623,cake bar,6782
17624,chocolate,6782
17625,other vegetables,6783
17626,yogurt,6783
17627,whole milk,6784
17628,butter,6784
17629,newspapers,6784
17630,pip fruit,6785
17631,yogurt,6785
17632,ice cream,6786
17633,root vegetables,6786
17634,root vegetables,6787
17635,rolls/buns,6787
17636,newspapers,6788
17637,hamburger meat,6788
17638,whole milk,6788
17639,specialty cheese,6788
17640,berries,6789
17641,specialty bar,6789
17642,onions,6790
17643,dish cleaner,6790
17644,waffles,6791
17645,yogurt,6791
17646,root vegetables,6792
17647,beef,6792
17648,dessert,6793
17649,butter,6793
17650,beef,6794
17651,root vegetables,6794
17652,citrus fruit,6795
17653,whole milk,6795
17654,rolls/buns,6796
17655,tropical fruit,6796
17656,seasonal products,6796
17657,fruit/vegetable juice,6796
17658,bottled beer,6797
17659,other vegetables,6797
17660,salty snack,6797
17661,whole milk,6798
17662,pastry,6798
17663,citrus fruit,6799
17664,chewing gum,6799
17665,frozen vegetables,6799
17666,margarine,6799
17667,pastry,6800
17668,canned beer,6800
17669,mustard,6800
17670,yogurt,6800
17671,onions,6801
17672,grapes,6801
17673,bottled beer,6801
17674,chicken,6802
17675,root vegetables,6802
17676,bottled water,6803
17677,bottled water,6803
17678,pork,6804
17679,male cosmetics,6804
17680,pastry,6804
17681,chewing gum,6804
17682,brandy,6804
17683,baking powder,6805
17684,soda,6805
17685,beverages,6805
17686,tropical fruit,6806
17687,root vegetables,6806
17688,bottled water,6807
17689,photo/film,6807
17690,whole milk,6808
17691,whole milk,6808
17692,tropical fruit,6809
17693,soda,6809
17694,shopping bags,6810
17695,salty snack,6810
17696,salty snack,6811
17697,shopping bags,6811
17698,pastry,6812
17699,napkins,6812
17700,yogurt,6813
17701,frozen vegetables,6813
17702,waffles,6813
17703,pip fruit,6814
17704,frozen fish,6814
17705,cling film/bags,6814
17706,pork,6815
17707,tropical fruit,6815
17708,whole milk,6815
17709,chewing gum,6815
17710,sausage,6816
17711,whole milk,6816
17712,photo/film,6817
17713,frozen potato products,6817
17714,frankfurter,6818
17715,whole milk,6818
17716,mustard,6819
17717,curd cheese,6819
17718,soda,6820
17719,whisky,6820
17720,sausage,6821
17721,root vegetables,6821
17722,frankfurter,6822
17723,other vegetables,6822
17724,citrus fruit,6823
17725,whole milk,6823
17726,bottled beer,6824
17727,beef,6824
17728,domestic eggs,6824
17729,whipped/sour cream,6824
17730,shopping bags,6824
17731,newspapers,6824
17732,meat,6825
17733,curd,6825
17734,pork,6826
17735,soda,6826
17736,beef,6827
17737,frankfurter,6827
17738,chewing gum,6827
17739,margarine,6827
17740,chewing gum,6827
17741,detergent,6827
17742,pip fruit,6828
17743,candles,6828
17744,hamburger meat,6829
17745,rolls/buns,6829
17746,sausage,6830
17747,bottled beer,6830
17748,citrus fruit,6831
17749,sausage,6831
17750,rolls/buns,6831
17751,frozen potato products,6831
17752,canned beer,6832
17753,salty snack,6832
17754,soda,6832
17755,frankfurter,6833
17756,frozen dessert,6833
17757,pip fruit,6834
17758,soda,6834
17759,fruit/vegetable juice,6835
17760,margarine,6835
17761,soda,6836
17762,sliced cheese,6836
17763,butter,6836
17764,curd,6837
17765,newspapers,6837
17766,whole milk,6838
17767,newspapers,6838
17768,other vegetables,6839
17769,frozen vegetables,6839
17770,sausage,6840
17771,meat spreads,6840
17772,domestic eggs,6840
17773,specialty chocolate,6841
17774,bottled water,6841
17775,citrus fruit,6842
17776,beef,6842
17777,whipped/sour cream,6842
17778,other vegetables,6842
17779,sliced cheese,6843
17780,shopping bags,6843
17781,other vegetables,6844
17782,soda,6844
17783,yogurt,6844
17784,newspapers,6845
17785,yogurt,6845
17786,napkins,6845
17787,beef,6846
17788,cream cheese ,6846
17789,rolls/buns,6847
17790,whole milk,6847
17791,root vegetables,6848
17792,rolls/buns,6848
17793,citrus fruit,6849
17794,ham,6849
17795,onions,6849
17796,yogurt,6849
17797,pasta,6849
17798,newspapers,6849
17799,brandy,6850
17800,specialty bar,6850
17801,chocolate,6850
17802,rolls/buns,6851
17803,shopping bags,6851
17804,whole milk,6852
17805,cream cheese ,6852
17806,domestic eggs,6853
17807,bottled water,6853
17808,whole milk,6854
17809,shopping bags,6854
17810,meat,6855
17811,root vegetables,6855
17812,UHT/milk,6856
17813,butter milk,6856
17814,napkins,6856
17815,tropical fruit,6857
17816,butter,6857
17817,UHT/milk,6858
17818,berries,6858
17819,shopping bags,6858
17820,brandy,6859
17821,soap,6859
17822,chewing gum,6859
17823,dessert,6860
17824,soda,6860
17825,rolls/buns,6861
17826,citrus fruit,6861
17827,whole milk,6862
17828,yogurt,6862
17829,frozen dessert,6863
17830,bottled water,6863
17831,rolls/buns,6864
17832,bottled water,6864
17833,vinegar,6864
17834,pastry,6865
17835,berries,6865
17836,liver loaf,6866
17837,waffles,6866
17838,soda,6867
17839,napkins,6867
17840,specialty chocolate,6867
17841,beef,6868
17842,red/blush wine,6868
17843,beef,6869
17844,whole milk,6869
17845,candy,6869
17846,pork,6870
17847,rolls/buns,6870
17848,beverages,6871
17849,curd,6871
17850,butter,6872
17851,yogurt,6872
17852,frankfurter,6873
17853,butter,6873
17854,photo/film,6874
17855,cat food,6874
17856,other vegetables,6875
17857,frozen meals,6875
17858,rolls/buns,6875
17859,canned beer,6875
17860,white bread,6875
17861,finished products,6876
17862,domestic eggs,6876
17863,beef,6877
17864,soda,6877
17865,sausage,6878
17866,whole milk,6878
17867,rum,6879
17868,rolls/buns,6879
17869,pip fruit,6880
17870,onions,6880
17871,domestic eggs,6880
17872,rolls/buns,6881
17873,canned vegetables,6881
17874,whole milk,6882
17875,pasta,6882
17876,tropical fruit,6883
17877,whipped/sour cream,6883
17878,other vegetables,6884
17879,processed cheese,6884
17880,sliced cheese,6885
17881,frozen chicken,6885
17882,whipped/sour cream,6886
17883,instant coffee,6886
17884,other vegetables,6887
17885,liquor,6887
17886,canned fish,6888
17887,shopping bags,6888
17888,soups,6889
17889,margarine,6889
17890,rolls/buns,6890
17891,processed cheese,6890
17892,ham,6891
17893,yogurt,6891
17894,whipped/sour cream,6892
17895,chicken,6892
17896,canned beer,6893
17897,white bread,6893
17898,hamburger meat,6894
17899,spices,6894
17900,chocolate,6894
17901,butter,6895
17902,bottled water,6895
17903,chicken,6896
17904,pasta,6896
17905,UHT/milk,6897
17906,herbs,6897
17907,newspapers,6897
17908,pork,6898
17909,yogurt,6898
17910,pip fruit,6899
17911,sauces,6899
17912,bottled water,6900
17913,napkins,6900
17914,sausage,6901
17915,brown bread,6901
17916,pip fruit,6902
17917,root vegetables,6902
17918,organic sausage,6903
17919,UHT/milk,6903
17920,rolls/buns,6904
17921,rolls/buns,6904
17922,whole milk,6905
17923,finished products,6905
17924,beef,6905
17925,herbs,6906
17926,specialty chocolate,6906
17927,red/blush wine,6906
17928,salad dressing,6906
17929,other vegetables,6907
17930,bottled beer,6907
17931,whole milk,6908
17932,white bread,6908
17933,canned beer,6908
17934,brown bread,6908
17935,fruit/vegetable juice,6908
17936,tropical fruit,6909
17937,onions,6909
17938,rolls/buns,6910
17939,misc. beverages,6910
17940,rolls/buns,6911
17941,other vegetables,6911
17942,curd,6911
17943,spread cheese,6911
17944,candles,6911
17945,canned beer,6912
17946,napkins,6912
17947,butter,6913
17948,bottled beer,6913
17949,canned beer,6913
17950,chewing gum,6913
17951,fruit/vegetable juice,6913
17952,bottled beer,6914
17953,whipped/sour cream,6914
17954,citrus fruit,6915
17955,whipped/sour cream,6915
17956,tropical fruit,6916
17957,UHT/milk,6916
17958,candy,6916
17959,other vegetables,6917
17960,semi/finished bread,6917
17961,coffee,6918
17962,other vegetables,6918
17963,candy,6918
17964,whole milk,6918
17965,rolls/buns,6919
17966,napkins,6919
17967,bottled beer,6919
17968,berries,6920
17969,pip fruit,6920
17970,rolls/buns,6921
17971,shopping bags,6921
17972,rolls/buns,6922
17973,hygiene articles,6922
17974,sausage,6923
17975,frankfurter,6923
17976,herbs,6923
17977,rice,6923
17978,canned beer,6924
17979,organic products,6924
17980,whole milk,6924
17981,frozen dessert,6924
17982,misc. beverages,6924
17983,sausage,6925
17984,soda,6925
17985,other vegetables,6926
17986,soda,6926
17987,whole milk,6927
17988,cat food,6927
17989,processed cheese,6927
17990,rolls/buns,6927
17991,yogurt,6928
17992,coffee,6928
17993,tropical fruit,6929
17994,UHT/milk,6929
17995,meat,6930
17996,other vegetables,6930
17997,instant coffee,6931
17998,sparkling wine,6931
17999,yogurt,6932
18000,whipped/sour cream,6932
18001,pip fruit,6933
18002,newspapers,6933
18003,fruit/vegetable juice,6933
18004,root vegetables,6934
18005,tropical fruit,6934
18006,whole milk,6935
18007,tropical fruit,6935
18008,liquor (appetizer),6935
18009,soda,6935
18010,beef,6936
18011,coffee,6936
18012,meat,6937
18013,waffles,6937
18014,grapes,6938
18015,packaged fruit/vegetables,6938
18016,detergent,6938
18017,grapes,6939
18018,herbs,6939
18019,brown bread,6940
18020,processed cheese,6940
18021,other vegetables,6941
18022,chocolate,6941
18023,tropical fruit,6942
18024,yogurt,6942
18025,bottled water,6942
18026,sausage,6943
18027,shopping bags,6943
18028,light bulbs,6943
18029,flower soil/fertilizer,6944
18030,waffles,6944
18031,root vegetables,6945
18032,flower (seeds),6945
18033,beef,6946
18034,butter,6946
18035,pastry,6947
18036,whole milk,6947
18037,meat,6948
18038,tropical fruit,6948
18039,whole milk,6949
18040,pastry,6949
18041,whole milk,6950
18042,tropical fruit,6950
18043,dessert,6951
18044,whole milk,6951
18045,whole milk,6951
18046,domestic eggs,6951
18047,kitchen towels,6952
18048,shopping bags,6952
18049,bottled water,6953
18050,soda,6953
18051,misc. beverages,6954
18052,long life bakery product,6954
18053,chocolate,6955
18054,whipped/sour cream,6955
18055,bottled beer,6955
18056,hamburger meat,6956
18057,tidbits,6956
18058,frankfurter,6957
18059,bottled beer,6957
18060,popcorn,6958
18061,dishes,6958
18062,whole milk,6958
18063,beverages,6959
18064,shopping bags,6959
18065,citrus fruit,6960
18066,tropical fruit,6960
18067,berries,6961
18068,other vegetables,6961
18069,fruit/vegetable juice,6961
18070,pot plants,6962
18071,soda,6962
18072,oil,6963
18073,pork,6963
18074,other vegetables,6963
18075,frozen meals,6963
18076,root vegetables,6964
18077,processed cheese,6964
18078,curd,6965
18079,whole milk,6965
18080,other vegetables,6966
18081,salty snack,6966
18082,whole milk,6967
18083,bottled water,6967
18084,chicken,6967
18085,citrus fruit,6967
18086,canned vegetables,6967
18087,turkey,6968
18088,soft cheese,6968
18089,other vegetables,6968
18090,canned beer,6968
18091,chicken,6969
18092,bottled water,6969
18093,butter,6970
18094,shopping bags,6970
18095,soda,6971
18096,salty snack,6971
18097,pastry,6972
18098,oil,6972
18099,potato products,6972
18100,beef,6973
18101,yogurt,6973
18102,salt,6974
18103,semi/finished bread,6974
18104,citrus fruit,6975
18105,pickled vegetables,6975
18106,waffles,6976
18107,pip fruit,6976
18108,whole milk,6976
18109,beef,6976
18110,yogurt,6976
18111,pork,6977
18112,hamburger meat,6977
18113,soda,6978
18114,other vegetables,6978
18115,chocolate,6978
18116,bottled water,6979
18117,bottled beer,6979
18118,brown bread,6979
18119,cream cheese ,6980
18120,bottled water,6980
18121,beef,6981
18122,tropical fruit,6981
18123,root vegetables,6981
18124,whole milk,6981
18125,cream cheese ,6981
18126,newspapers,6981
18127,whole milk,6982
18128,curd,6982
18129,yogurt,6982
18130,pork,6983
18131,yogurt,6983
18132,tropical fruit,6984
18133,whole milk,6984
18134,chicken,6985
18135,whole milk,6985
18136,specialty bar,6985
18137,white bread,6986
18138,hamburger meat,6986
18139,pastry,6986
18140,frozen meals,6986
18141,beef,6987
18142,beef,6987
18143,whole milk,6988
18144,dessert,6988
18145,hamburger meat,6989
18146,root vegetables,6989
18147,newspapers,6990
18148,roll products ,6990
18149,root vegetables,6991
18150,yogurt,6991
18151,whole milk,6992
18152,domestic eggs,6992
18153,liquor (appetizer),6993
18154,whole milk,6993
18155,onions,6994
18156,tropical fruit,6994
18157,shopping bags,6994
18158,other vegetables,6994
18159,whole milk,6995
18160,cake bar,6995
18161,other vegetables,6996
18162,whipped/sour cream,6996
18163,photo/film,6997
18164,liquor (appetizer),6997
18165,rolls/buns,6998
18166,whole milk,6998
18167,frozen vegetables,6998
18168,newspapers,6998
18169,whole milk,6999
18170,detergent,6999
18171,soda,6999
18172,soda,7000
18173,citrus fruit,7000
18174,rolls/buns,7000
18175,sausage,7001
18176,hygiene articles,7001
18177,ice cream,7001
18178,pip fruit,7002
18179,butter,7002
18180,whole milk,7002
18181,other vegetables,7002
18182,sausage,7003
18183,bottled beer,7003
18184,onions,7003
18185,other vegetables,7003
18186,soda,7003
18187,soda,7004
